case,es_type,paper,study_ID,sei,mu_self_inclusive,mu_leave_one_out,power_self,power_loo,type_M_self,type_M_loo,type_S_self,type_S_loo
MA09.csv,lnRR,MA09,CD006,0.09401052600639993,0.21944703048501393,0.22234037031214166,0.6459247086267746,0.657303515807834,1.248,1.23,1.3568798826387694e-5,1.1601678154376889e-5
MA09.csv,lnRR,MA09,CD006,0.1364940877840502,0.21944703048501393,0.22234037031214166,0.3625152777153947,0.37047836631845543,1.64,1.622,4.967000980354013e-4,4.4816920391564386e-4
MA09.csv,lnRR,MA09,CD006,0.22407245256836014,0.21944703048501393,0.22234037031214166,0.16503806916173835,0.16817602808247323,2.552,2.504,0.009965328809799187,0.00937957042964319
MA09.csv,lnRR,MA09,CD006,0.19229251155466248,0.21944703048501393,0.22234037031214166,0.20742848017991455,0.21170023468011623,2.207,2.186,0.0046462272994292385,0.004326455550055769
MA09.csv,lnRR,MA09,CD010,0.07453794335772888,0.21944703048501393,0.22056156558627724,0.8374757250439863,0.8411241313096935,1.102,1.1,5.604622948820575e-7,5.170513442045803e-7
MA09.csv,lnRR,MA09,CD010,0.07950293076358883,0.21944703048501393,0.22056156558627724,0.7882252231536709,0.7922625567062788,1.136,1.128,1.4945618973423345e-6,1.387784845810682e-6
MA09.csv,lnRR,MA09,CD010,0.03144194650462977,0.21944703048501393,0.22056156558627724,0.9999997409305565,0.9999997847129074,0.998,1,1.9564589550450975e-19,1.4187341325940472e-19
MA09.csv,lnRR,MA09,CD010,0.056278272894608274,0.21944703048501393,0.22056156558627724,0.9737710393961814,0.9749530140342092,1.016,1.016,2.3869337067224556e-9,2.1156480501237926e-9
MA09.csv,lnRR,MA09,CD010,0.49272014572168654,0.21944703048501393,0.22056156558627724,0.07301737811013298,0.07325459368808118,5.392,5.337,0.11064016312871634,0.1096010454000371
MA09.csv,lnRR,MA09,CD010,0.39109306309368363,0.21944703048501393,0.22056156558627724,0.08677852279645581,0.08715954604945109,4.29,4.263,0.06741101621850684,0.06657469916881394
MA09.csv,lnRR,MA09,CD010,0.11232233526774628,0.21944703048501393,0.22056156558627724,0.4975567396279005,0.5015134516710781,1.412,1.403,9.134279225897432e-5,8.696782812120995e-5
MA09.csv,lnRR,MA09,CD010,0.142663176748592,0.21944703048501393,0.22056156558627724,0.3368393469601114,0.3396887168589138,1.704,1.69,6.953490156346596e-4,6.695914602030179e-4
MA09.csv,lnRR,MA09,CD010,0.09017919383094972,0.21944703048501393,0.22056156558627724,0.6820742048971146,0.6864686363643784,1.215,1.212,8.179584142752475e-6,7.677314627716195e-6
MA09.csv,lnRR,MA09,CD010,0.09259238089605429,0.21944703048501393,0.22056156558627724,0.6591299226314075,0.663533369157493,1.243,1.231,1.1311210657193164e-5,1.063770629892178e-5
MA09.csv,lnRR,MA09,CD010,0.03464625520889668,0.21944703048501393,0.22056156558627724,0.9999938995916504,0.9999947384832264,0.997,1.002,5.479940484016101e-17,4.178713128296075e-17
MA09.csv,lnRR,MA09,CD010,0.0544480761827266,0.21944703048501393,0.22056156558627724,0.9807938090515312,0.9817313338388448,1.009,1.011,1.067419254561176e-9,9.400844173851117e-10
MA09.csv,lnRR,MA09,CD010,0.6292884076478765,0.21944703048501393,0.22056156558627724,0.06404404249000972,0.06418818074567478,6.784,6.811,0.16364507709385623,0.16251304688538207
MA09.csv,lnRR,MA09,CD010,0.37663205917712317,0.21944703048501393,0.22056156558627724,0.08970980213167012,0.09012158440894913,4.127,4.109,0.06132258189169007,0.060527413732466506
