metric,self-inclusive,leave-one-out,abs_change,pct_change
power,0.17153779868105995,0.17223558800929578,6.977893282358316e-4,0.406784588353748
type_M,2.8570954156186543,2.8568645438257434,-2.3087179291092497e-4,-0.008080646927255408
type_S,0.026914000083789483,0.026944614170151503,3.0614086362019954e-5,0.113747812538878
