case,es_type,uses_ess,paper,beta0,se_beta0,pval_beta0,ci_lb,ci_ub,ddf,k,n_study_id,beta1,pval_beta1,beta2,pval_beta2,beta0_x_beta1,beta0_x_beta2,has_small_study_effect,has_decline_effect,scenario,spec,composite_moderator_used,beta0_c,se_beta0_c,beta0_c2,se_beta0_c2,ci_lb_c2,ci_ub_c2,gate_selects_c2,beta0_c3,shrinkage,mu_optimistic,ci_includes_zero
MA34.csv,Zr,FALSE,MA34,0.18344269148767187,0.029696176692393834,1.2631715031301782e-9,0.1251118198036518,0.24177356317169194,554,555,23,0.6462915229740992,0.03732808608464075,-0.0046088884414305364,0.32710382133326965,0.11855745646003528,-8.454669004624387e-4,TRUE,FALSE,1,legacy (S2_v2.R as written),FALSE,0.033965128840929566,0.07328793978077297,0.06792939745298551,0.05469312566809585,-0.0395027153009779,0.17536151020694893,TRUE,0.06792939745298551,0.11551329403468635,0.24177356317169194,FALSE
MA41_01.csv,Zr,FALSE,MA41,0.20862061601753856,0.06352594507633753,0.0013762599186669365,0.0827142581214522,0.33452697391362496,109,110,24,2.5422478771169037,0.002965530985779558,-0.006381682074411655,0.46484337720409274,0.5303653181934082,-0.001331350445591843,TRUE,FALSE,1,legacy (S2_v2.R as written),FALSE,-0.4225839731273877,0.21205127844760302,-0.1309901103404929,0.11944594866164472,-0.36777777260219674,0.10579755192121093,TRUE,-0.1309901103404929,0.07763050567704566,0.33452697391362496,FALSE
MA41_02.csv,Zr,FALSE,MA41,0.1607852566099663,0.09617534534788813,0.09627417031093546,-0.028969845703762126,0.35054035892369473,183,184,27,0.7075173940049065,0.30460448774479276,-0.022745657174628214,0.17260911645387494,0.11375836575109352,-0.0036571663255849183,FALSE,FALSE,1,legacy (S2_v2.R as written),FALSE,-0.16722506220257782,0.19842723464889286,-0.07534470339803352,0.15689730121026962,-0.3849277181768435,0.2342383113807765,TRUE,-0.07534470339803352,0.08544055321193277,0.35054035892369473,TRUE
MA41_03.csv,Zr,FALSE,MA41,0.18584626471612667,0.0743938830795319,0.013752229923562575,0.038645256860413646,0.3330472725718397,128,129,36,-0.64918828081336,0.40297463612800677,-0.023571492323145597,0.0151628973031481,-0.12064921708664687,-0.004380673802041464,FALSE,TRUE,2,legacy (S2_v2.R as written),FALSE,-0.059005582817953074,0.1249924236281245,-0.059005582817953074,0.1249924236281245,-0.30634303238313876,0.1883318667472326,TRUE,-0.059005582817953074,0.1268406818981736,0.3330472725718397,FALSE
MA41_04.csv,Zr,FALSE,MA41,0.24512817572299164,0.07304969491028543,0.0011096954520362185,0.10025133502078246,0.3900050164252008,103,104,20,0.009883653563442016,0.9842433624420097,0.03459403749684148,0.1759808130853441,0.002422761967484587,0.00847997330249352,FALSE,FALSE,3,legacy (S2_v2.R as written),FALSE,0.2839992253464888,0.1472542102750508,0.27686724011738756,0.09125641087364529,0.09586058183604612,0.457873898398729,FALSE,0.24512817572299164,0,0.3900050164252008,FALSE
MA43.csv,Zr,FALSE,MA43,0.08173653449350099,0.08404385229021741,0.3499754977963453,-0.10137928913108221,0.26485235811808416,12,13,8,0.90781759362295,0.06291380323301696,0.025497787821828523,0.48616579612331223,0.07420186405496931,0.0020841008138068567,FALSE,FALSE,3,legacy (S2_v2.R as written),FALSE,-0.1111191086685107,0.11608566058958596,0.04881817145103004,0.0765752771467921,-0.1197228771789638,0.21735922008102387,TRUE,0.04881817145103004,0.03291836304247095,0.26485235811808416,TRUE
MA45_01.csv,Zr,FALSE,MA45,0.6550095383508181,0.03551654778484713,7.872754247465576e-17,0.5821356017658385,0.7278834749357977,27,28,25,1.4308159953485915,0.012061187192692183,-0.004486276724960276,0.002892194548474592,0.9371981245782472,-0.0029385540465302505,TRUE,TRUE,1,legacy (S2_v2.R as written),FALSE,0.38823133418537376,0.07215175499462406,0.49366752420765586,0.0509104265214703,0.3888155380495738,0.5985195103657379,TRUE,0.49366752420765586,0.16134201414316224,0.7278834749357977,FALSE
MA45_02.csv,Zr,FALSE,MA45,0.9856311968197567,0.17386793342332124,2.069975488563147e-4,0.5982292992446918,1.3730330943948217,10,11,10,1.4857981947164884,0.43766652954595264,-0.011659483330622788,0.035978217477095516,1.4644490528910465,-0.011491950509461743,FALSE,TRUE,1,legacy (S2_v2.R as written),FALSE,0.11874784466863862,0.47150155172496344,0.2811670354303105,0.3125120477545397,-0.43948703899277997,1.0018211098534011,TRUE,0.2811670354303105,0.7044641613894462,1.3730330943948217,FALSE
MA47_1.csv,Zr,FALSE,MA47,0.09574666360048853,0.05010860887758607,0.06051395682016464,-0.0043567902908719924,0.19585011749184905,64,65,25,0.5087275559076008,0.14179700576868784,-0.007191728324354433,0.4939018084634673,0.04870896615978377,-6.885839925780689e-4,FALSE,FALSE,1,legacy (S2_v2.R as written),FALSE,-0.05869655749438599,0.11100422083608313,0.008735408090999191,0.0926155921786396,-0.17640052270728077,0.19387133888927913,TRUE,0.008735408090999191,0.08701125550948934,0.19585011749184905,TRUE
MA47_2.csv,Zr,FALSE,MA47,0.32194966265729363,0.07460581772359097,1.1408365315854536e-4,0.17078391708763008,0.4731154082269572,37,38,26,0.20860389851554614,0.7775393482314371,9.081792384551611e-5,0.9973601452135928,0.0671599547560764,2.9238799945299695e-5,FALSE,FALSE,3,legacy (S2_v2.R as written),FALSE,0.28054055493352764,0.15812465169998755,0.31697858256479317,0.09300932455353997,0.12834692940251502,0.5056102357270713,TRUE,0.31697858256479317,0.004971080092500468,0.4731154082269572,FALSE
