case,beta0,beta0_c2_legacy,beta0_c3_legacy,beta0_c2,beta0_c3,k,n_study_id
MA09.csv,0.21944703048501393,0.10599043651077165,0.10599043651077165,0.0681099550025141,0.0681099550025141,1297,126
