n_rows,n_clusters,median_abs_mu_shift,max_abs_mu_shift,median_pct_mu_shift,n_sign_flips,median_power_change_pp
5740,1415,0.003557823154575257,0.633453060165167,1.46611481097767,2,0.06276042755639644
