scenario_label,case,es_type,paper,power_min,power_q1,power_median,power_q3,power_max,power_mean,type_M_min,type_M_q1,type_M_median,type_M_q3,type_M_max,type_M_mean,type_S_min,type_S_q1,type_S_median,type_S_q3,type_S_max,type_S_mean,n_rows
uncorrected,MA22_03.csv,lnRR,MA22,0.05000645922206981,0.051199317961318686,0.05503046654572824,0.07481462896815344,0.26892549330329796,0.06990667389067903,1.911,5.16925,11.214500000000001,22.932000000000002,309.051,18.675793478260868,0.0017822449682783458,0.10312284009634173,0.2732541747744507,0.3826626948057211,0.49122343371856075,0.2481605610273046,92
uncorrected,MA23.csv,SMD,MA23,0.10336137185518102,0.44266167126151745,0.6035255821629866,0.7284873667020004,0.9802500488988415,0.5772404537975377,1.01,1.17775,1.285,1.49425,3.635,1.5085,1.1460973259124375e-9,4.083950278686181e-6,2.5305778071094386e-5,1.8041509448427364e-4,0.04088893417435147,0.003207617327062094,24
uncorrected,MA24.csv,SMD,MA24,0.0655939120961666,0.12222654552822176,0.1482906860915546,0.20294714618203047,0.9820059788698181,0.19092986648630778,1.015,2.243,2.724,3.1100000000000003,6.445,2.719546762589928,9.047274413046844e-10,0.005011859986939844,0.013965685896681266,0.025076861641570355,0.1520789349796194,0.01841792094040047,139
uncorrected,MA25.csv,SMD,MA25,0.1553765713742763,0.2478536662348288,0.3115291059170804,0.4069000429374557,0.7342953605220031,0.3397872489563971,1.171,1.5565,1.77,1.9955,2.631,1.7938139534883721,3.7269248696796314e-6,2.8251126125874233e-4,9.775390391325866e-4,0.002439469222974189,0.012069931849992607,0.0018335310888739425,43
uncorrected,MA26.csv,SMD,MA26,0.05181270273761962,0.0670191274080954,0.07771236634818313,0.09750271296307583,0.2768948805624998,0.0920071843046389,1.883,3.81,4.913,6.2235,18.671,5.061962962962963,0.001587906817237076,0.0483459231203318,0.0924037902096789,0.14250921014735923,0.35711984935440716,0.0971191537034225,459
uncorrected,MA28_01.csv,SMD,MA28,0.19436478863045537,0.25967797711561763,0.3449341881911582,0.4264275324968707,0.7338093186165103,0.35494530290814214,1.175,1.51675,1.6875,1.954,2.301,1.7299880952380953,3.755712778873416e-6,2.2079313207779428e-4,6.249365290049637e-4,0.002042061684686024,0.00581106024659541,0.00127381248478164,84
uncorrected,MA28_02.csv,SMD,MA28,0.17543560299353012,0.2611738469231397,0.33336421496749996,0.4288829824040554,0.7367961000312959,0.35485584731959496,1.169,1.52,1.722,1.94775,2.449,1.7329880952380952,3.5817925599097362e-6,2.1412901774339854e-4,7.28337772119869e-4,0.0019972843027934056,0.008176230368911715,0.001297279172349029,84
uncorrected,MA31.csv,SMD,MA31,0.051478277921271465,0.0957527736626341,0.10995271666866113,0.1284390265322181,0.2422884836138307,0.11355901931985948,2.024,3.00725,3.417,3.87875,20.653,3.5990054495912807,0.0026555129526609593,0.021636711666474802,0.03419641638492408,0.050914615386015924,0.3702972602101456,0.04234333817422452,734
uncorrected,MA32.csv,SMD,MA32,0.8218494178495163,0.8532456699032998,0.8808636733791212,0.8851626298680308,0.954176737070741,0.880854234611005,1.03,1.07,1.074,1.089,1.114,1.0736153846153846,1.0805997642801018e-8,1.715613093262463e-7,1.9356889484348236e-7,3.915698372237312e-7,7.805871295746986e-7,2.6875739380169074e-7,13
uncorrected,MA34.csv,Zr,MA34,0.0773937644901238,0.14640814703961635,0.22944219066453508,0.43550254307574743,0.8078648168570131,0.29475555640119094,1.113,1.507,2.077,2.7445000000000004,4.967,2.2129765765765765,1.0323387708722594e-6,1.9717150691255916e-4,0.0032452035301414883,0.014529701142689536,0.09350145765790438,0.010482254379880943,555
uncorrected,MA39_1.csv,SMD,MA39,0.0529979385281919,0.0566220287519249,0.05939648465737768,0.06044744242577682,0.06691382841825089,0.05908526290235936,6.144,7.804,8.318,9.731,14.383,8.847783783783784,0.1431846520526313,0.1965087081260309,0.208185827788866,0.2455957191243754,0.3195588929755689,0.21834636571184485,37
uncorrected,MA39_2.csv,SMD,MA39,0.050260990905542036,0.05106921693936689,0.05123542065057085,0.051766205466803494,0.05303046713887505,0.05146516706764669,14.394,18.8575,22.603,24.109499999999997,49.225,22.9336,0.31867177524099205,0.3591532036892925,0.38097663303352697,0.3890211866330207,0.44443963964127026,0.3746162139528119,15
uncorrected,MA41_01.csv,Zr,MA41,0.07528015817600275,0.13279195435354607,0.13811004094232593,0.184976402455197,0.37064478119509825,0.15854336793611234,1.618,2.35925,2.8575,2.954,5.129,2.806309090909091,4.4721030775444115e-4,0.006871666748319459,0.017379030997750258,0.019575226067147497,0.10126963864744143,0.01903283421330372,110
uncorrected,MA41_02.csv,Zr,MA41,0.055943776035421444,0.10477769530660475,0.1361500101082911,0.16630870378947807,0.3504717657739188,0.1399907686279213,1.671,2.5145,2.883,3.5335,10.438,3.469494565217391,5.810228217583041e-4,0.009739217857613072,0.018150825373842196,0.03931625561344927,0.25666018586426154,0.04107015935186734,184
uncorrected,MA41_03.csv,Zr,MA41,0.06597186876914307,0.13211039936978952,0.1745367719476949,0.18733305718712157,0.6298027087741789,0.1871510361789328,1.261,2.337,2.428,2.965,6.447,2.6796046511627907,1.6878226295365117e-5,0.006579965666743428,0.008314695091810207,0.019881196102936594,0.14944830717009067,0.01801640077054806,129
uncorrected,MA41_04.csv,Zr,MA41,0.06387742597227364,0.09221768099957184,0.15791811124403554,0.27631469007209,0.5866078734359208,0.17965030004627713,1.299,1.89175,2.6155,4.0322499999999994,6.914,3.5578557692307697,2.9769698696539843e-5,0.0016012243686256648,0.011467690095064112,0.05668699509099901,0.1649690059052226,0.051545095162256825,104
uncorrected,MA43.csv,Zr,MA43,0.05003030697720823,0.05076490455753402,0.054490277580412694,0.06397289936950057,0.10607395332176317,0.06055738119091367,3.519,6.753,11.824,28.87,146.532,26.77953846153846,0.0379452513485913,0.1642083461033343,0.284017247530571,0.4056464421315902,0.4809962888657446,0.29045507407506155,13
uncorrected,MA45_01.csv,Zr,MA45,0.7625916848250189,0.8849549103663349,0.9828127457447352,0.9985483740296043,1,0.9439043390907129,0.998,1.001,1.011,1.06975,1.156,1.0350714285714286,5.022953380267075e-37,2.645877823053131e-12,8.058190734542458e-10,1.7316448576536014e-7,2.344977379253705e-6,2.1071938717256832e-7,28
uncorrected,MA45_02.csv,Zr,MA45,0.5978901063094231,0.9964805747411186,0.9999011392572315,0.9999999991896622,1,0.9618922377979011,0.998,0.999,1,1.0030000000000001,1.298,1.0279090909090909,7.876128335706298e-43,1.8102355067820285e-23,1.0708185110627502e-14,2.8826349485133504e-11,2.572240695250635e-5,2.338424366314271e-6,11
uncorrected,MA47_1.csv,Zr,MA47,0.05105080343721047,0.05526726480525557,0.06696632774913958,0.09962702996136652,0.5718354134275369,0.1040797662760002,1.318,3.722,6.193,10.955,24.448,7.397092307692308,3.598088367996341e-5,0.04544926728293685,0.142847269008666,0.26869998994390887,0.38990977871461907,0.14998044446708306,65
uncorrected,MA47_2.csv,Zr,MA47,0.07406774516301229,0.20980982387687466,0.43314825012234526,0.6629229987934016,0.9945864938635611,0.45549494526481066,1.002,1.2295,1.5045,2.1952499999999997,5.249,1.8629736842105262,4.987136811825132e-11,1.0876211235504901e-5,2.030391511077867e-4,0.004640057180988882,0.10614315420316316,0.008445860595859224,38
