paper_left_out,n_models_dropped,n_rows_dropped,level,metric,scenario_label,n_units,model_median,ci_lower_raw,ci_upper,ci_lower_floored,legacy_lognormal_mean,arith_mean_unweighted,arith_mean_kweighted,min,q1,median_raw,q3,max,n_at_bound,grouping
MA12,1,70,primary-study,type_M,corrected,5670,8.244454766247392,7.544828112723624,9.008957311840245,7.544828112723624,29.007937058682923,163.5633843033508,NA,0.999,3.626,6.0625,10.5595,26294.047,5670,study
MA12,1,70,primary-study,type_S,corrected,5670,0.1064621866324734,0.10010756625129888,0.11313957886029805,0.10010756625129888,0.17493445618526113,0.17317962014687854,NA,1.6970934270344427e-72,0.04237099658335887,0.13803390436808566,0.26125180618493166,0.4998962001815142,0,study
MA13,3,94,meta-analysis,power,uncorrected,45,0.8268286395525729,0.7183824444399585,0.9516457486893625,0.7183824444399585,1.159765561064684,0.7109396247184994,0.8897048674653207,0.0539316785204883,0.3762976314504807,0.918593389341217,0.9999121730776179,1,16,NA
MA13,3,94,meta-analysis,type_M,uncorrected,45,1.105625180202685,1.0193721037442982,1.1991764681495065,1.0193721037442982,1.3045339893155652,1.8256,1.1737252922422954,0.998,1.001,1.054,1.611,12.67,43,NA
MA13,3,94,meta-analysis,type_S,uncorrected,45,5.871680329613271e-4,-7.612772061890045e-4,0.0020106297892134375,0,0.0045014661496622435,0.014341035591449731,0.0016470958065327708,7.970070141940813e-93,8.49344235505365e-15,5.786376228083103e-8,4.158936032265545e-4,0.2962281539428636,0,NA
MA13,3,94,primary-study,power,uncorrected,5646,0.16656556317082777,0.15950588296586746,0.1739377026009251,0.15950588296586746,0.22316622337852318,0.22296645967455267,NA,0.05000645922206981,0.09110996814251626,0.13394685452281552,0.25428305623168757,1,68,study
MA13,3,94,primary-study,type_M,uncorrected,5646,2.9140053871070175,2.8181175906018114,3.013155811669082,2.8181175906018114,3.5483766799752567,3.8836229188806235,NA,0.996,1.97025,2.925,4.071,309.051,5635,study
MA13,3,94,primary-study,type_S,uncorrected,5646,0.027889077809488287,0.025861806134374887,0.0299971533481896,0.025861806134374887,0.04517032796835629,0.050499692911456916,NA,0,0.0022132204671593447,0.019070090444435916,0.058674484136380704,0.49122343371856075,0,study
MA13,3,94,meta-analysis,power,corrected,45,0.39506274025105903,0.29699922047982963,0.525504977698335,0.29699922047982963,0.7084545494698817,0.4208479461221324,0.5389643459581637,0.05000003450386037,0.09406961644090739,0.28977723593975846,0.685131495575072,1,4,NA
MA13,3,94,meta-analysis,type_M,corrected,45,2.168710676081693,1.4506681061782933,3.242165438476014,1.4506681061782933,6.2895477516101606,98.59375555555555,35.59141002479632,0.995,1.212,1.839,3.966,4219.611,43,NA
MA13,3,94,meta-analysis,type_S,corrected,45,0.012142349081041108,0.003187053612247231,0.023942827236774433,0.003187053612247231,0.035486755108991144,0.06591542031813714,0.05042801386496275,6.031812924633213e-57,7.82715834311169e-6,0.001321821624398462,0.05356025511606163,0.4993584751387011,0,NA
MA13,3,94,primary-study,power,corrected,5646,0.08643603087500762,0.08355503784873576,0.08941636106910475,0.08355503784873576,0.10172131537468378,0.10548584232339282,NA,0.05000000090330303,0.0557950512908407,0.06778487147038692,0.10209025252847004,1,6,study
MA13,3,94,primary-study,type_M,corrected,5646,8.332013664995435,7.6110406170610005,9.12128251661835,7.6110406170610005,29.3609891282757,164.13252355650002,NA,0.999,3.62,6.049,10.47575,26294.047,5646,study
MA13,3,94,primary-study,type_S,corrected,5646,0.10801596370040328,0.10155096027171237,0.11481123937075283,0.10155096027171237,0.1773481736861911,0.17253181112245852,NA,1.6970934270344427e-72,0.04237099658335887,0.13773753612213216,0.25921520011157084,0.4998962001815142,0,study
MA14,2,271,meta-analysis,power,uncorrected,46,0.8143072828104463,0.7061624147192191,0.9390139393099665,0.7061624147192191,1.1345906157805985,0.6976716960006891,0.8802615806104755,0.0539316785204883,0.3345302290575166,0.8954155728552393,0.999908108147364,1,15,NA
MA14,2,271,meta-analysis,type_M,uncorrected,46,1.1140983632909165,1.0263386584874123,1.209362185496126,1.0263386584874123,1.3092972303913564,1.8266304347826086,1.1850352898153225,0.998,1.00125,1.064,1.7077499999999999,12.67,44,NA
MA14,2,271,meta-analysis,type_S,uncorrected,46,6.12292583597674e-4,-7.423944680810847e-4,0.002042633310391697,0,0.004442514521416405,0.014048073505683305,0.0017062540010773274,7.970070141940813e-93,9.331935041717038e-15,1.3303397842643222e-7,7.520468707585513e-4,0.2962281539428636,0,NA
MA14,2,271,primary-study,power,uncorrected,5469,0.17093164970890165,0.16359906243408143,0.17859288700984607,0.16359906243408143,0.23197922481704283,0.22632020079662854,NA,0.05000645922206981,0.08935542090053195,0.13259844437497603,0.25555631046492466,1,69,study
