paper_left_out,n_models_dropped,n_rows_dropped,level,metric,scenario_label,model_median,full,abs_change,pct_change
MA14,2,271,meta-analysis,type_S,uncorrected,6.12292583597674e-4,5.830502574538377e-4,2.92423261438364e-5,5.015404035929372
MA43,1,13,meta-analysis,type_S,uncorrected,5.643791996755784e-4,5.830502574538377e-4,-1.8671057778259226e-5,-3.2023067547890527
MA28,2,168,meta-analysis,type_S,uncorrected,6.008392623051521e-4,5.830502574538377e-4,1.7789004851314488e-5,3.051024268302105
MA24,1,139,meta-analysis,type_S,uncorrected,5.976914348487863e-4,5.830502574538377e-4,1.464117739494869e-5,2.5111347105627235
MA47,2,103,meta-analysis,type_S,uncorrected,5.924994110806832e-4,5.830502574538377e-4,9.449153626845536e-6,1.6206413608510717
MA12,1,70,meta-analysis,type_S,uncorrected,5.903326877501891e-4,5.830502574538377e-4,7.28243029635145e-6,1.2490227391637854
MA20,1,29,meta-analysis,type_S,uncorrected,5.762205603063557e-4,5.830502574538377e-4,-6.829697147481967e-6,-1.1713736612186776
MA01,3,52,meta-analysis,type_S,uncorrected,5.88442781056929e-4,5.830502574538377e-4,5.392523603091337e-6,0.9248814376037418
MA25,1,43,meta-analysis,type_S,uncorrected,5.875023331797825e-4,5.830502574538377e-4,4.452075725944887e-6,0.7635835280112913
MA13,3,94,meta-analysis,type_S,uncorrected,5.871680329613271e-4,5.830502574538377e-4,4.117775507489485e-6,0.706247095314172
MA45,2,39,meta-analysis,type_S,uncorrected,5.870853206834635e-4,5.830502574538377e-4,4.0350632296258515e-6,0.6920609635345798
MA10,1,32,meta-analysis,type_S,uncorrected,5.863506329829675e-4,5.830502574538377e-4,3.3003755291298453e-6,0.5660533525090106
MA23,1,24,meta-analysis,type_S,uncorrected,5.855257470031919e-4,5.830502574538377e-4,2.475489549354226e-6,0.42457567211522385
MA18,1,23,meta-analysis,type_S,uncorrected,5.854231731855127e-4,5.830502574538377e-4,2.3729157316750016e-6,0.4069830518620199
MA17,1,66,meta-analysis,type_S,uncorrected,5.850010789134469e-4,5.830502574538377e-4,1.950821459609231e-6,0.3345889028723459
MA32,1,13,meta-analysis,type_S,uncorrected,5.843891016179582e-4,5.830502574538377e-4,1.338844164120584e-6,0.2296275744679832
MA06,2,46,meta-analysis,type_S,uncorrected,5.81815103219873e-4,5.830502574538377e-4,-1.2351542339646138e-6,-0.21184352775325266
MA08,1,531,primary-study,power,corrected,0.09315020286124892,0.08774295651913867,0.005407246342110247,6.162598750511461
MA31,1,734,primary-study,power,corrected,0.08433218464119428,0.08774295651913867,-0.0034107718779443907,-3.887231537725111
MA26,1,459,primary-study,power,corrected,0.09093434302035057,0.08774295651913867,0.003191386501211896,3.6371996429317877
MA45,2,39,primary-study,power,corrected,0.08466627424337862,0.08774295651913867,-0.003076682275760051,-3.5064720837039043
MA34,1,555,primary-study,power,corrected,0.08972539829836214,0.08774295651913867,0.001982441779223465,2.259374265319014
MA05,3,37,primary-study,power,corrected,0.08610874217127971,0.08774295651913867,-0.0016342143478589588,-1.862502031718638
MA13,3,94,primary-study,power,corrected,0.08643603087500762,0.08774295651913867,-0.0013069256441310545,-1.4894935114774577
MA14,2,271,primary-study,power,corrected,0.08650590811354161,0.08774295651913867,-0.0012370484055970604,-1.4098549384157444
MA32,1,13,primary-study,power,corrected,0.08660179573019973,0.08774295651913867,-0.0011411607889389441,-1.3005725293631198
MA47,2,103,primary-study,power,corrected,0.0866271257968273,0.08774295651913867,-0.0011158307223113756,-1.2717040393641077
MA18,1,23,primary-study,power,corrected,0.08669660748342979,0.08774295651913867,-0.0010463490357088823,-1.1925162739195527
MA39,2,52,primary-study,power,corrected,0.08874496845552349,0.08774295651913867,0.001002011936384814,1.1419856090286284
MA10,1,32,primary-study,power,corrected,0.08863458070713065,0.08774295651913867,8.916241879919767e-4,1.016177506849214
MA28,2,168,primary-study,power,corrected,0.08862820845810508,0.08774295651913867,8.852519389664082e-4,1.0089151016621
MA01,3,52,primary-study,power,corrected,0.08853548415664282,0.08774295651913867,7.925276375041479e-4,0.9032378995928569
MA17,1,66,primary-study,power,corrected,0.08843915972847871,0.08774295651913867,6.962032093400378e-4,0.7934576596905218
MA12,1,70,primary-study,power,corrected,0.08706871659610349,0.08774295651913867,-6.742399230351831e-4,-0.7684262643783968
MA24,1,139,primary-study,power,corrected,0.0882092237984967,0.08774295651913867,4.6626727935802914e-4,0.5314013772220294
MA25,1,43,primary-study,power,corrected,0.08813521487292028,0.08774295651913867,3.9225835378160767e-4,0.44705395093000977
MA09,1,1297,primary-study,power,corrected,0.08809901850000261,0.08774295651913867,3.560619808639365e-4,0.4058012118457244
MA23,1,24,primary-study,power,corrected,0.08802129739204882,0.08774295651913867,2.7834087291014886e-4,0.3172230386942143
MA43,1,13,primary-study,power,corrected,0.08800657231866015,0.08774295651913867,2.6361579952147163e-4,0.30044098122448126
MA06,2,46,primary-study,power,corrected,0.08799827334368891,0.08774295651913867,2.553168245502391e-4,0.290982700696385
MA20,1,29,primary-study,power,corrected,0.08790461142288573,0.08774295651913867,1.6165490374706049e-4,0.1842369007839295
MA15,4,36,primary-study,power,corrected,0.08764842356951853,0.08774295651913867,-9.45329496201408e-5,-0.10773850502692195
MA21,1,11,primary-study,power,corrected,0.08782401595835537,0.08774295651913867,8.105943921669911e-5,0.09238284465491464
MA22,3,276,primary-study,power,corrected,0.08779914922196365,0.08774295651913867,5.619270282497535e-5,0.064042408706299625
MA41,4,527,primary-study,power,corrected,0.08773879204474788,0.08774295651913867,-4.164474390791484e-6,-0.004746220729279216
MA31,1,734,primary-study,power,uncorrected,0.18883081019472264,0.17153779868105995,0.017293011513662693,10.08116674378896
MA08,1,531,primary-study,power,uncorrected,0.1803492372968537,0.17153779868105995,0.008811438615793754,5.136732943726785
MA01,3,52,primary-study,power,uncorrected,0.16395924191079855,0.17153779868105995,-0.0075785567702613965,-4.418009808061141
MA26,1,459,primary-study,power,uncorrected,0.1789358905464536,0.17153779868105995,0.007398091865393641,4.312805645331208
MA45,2,39,primary-study,power,uncorrected,0.16636874750937147,0.17153779868105995,-0.005169051171688477,-3.013359860877829
MA13,3,94,primary-study,power,uncorrected,0.16656556317082777,0.17153779868105995,-0.004972235510232181,-2.8986238301198286
MA28,2,168,primary-study,power,uncorrected,0.16705260272166414,0.17153779868105995,-0.00448519595939581,-2.6146983311445715
MA09,1,1297,primary-study,power,uncorrected,0.16752516331595152,0.17153779868105995,-0.00401263536510843,-2.339213512101268
MA39,2,52,primary-study,power,uncorrected,0.17540288487387515,0.17153779868105995,0.003865086192815198,2.2531979671731373
MA18,1,23,primary-study,power,uncorrected,0.16807040907117635,0.17153779868105995,-0.0034673896098836032,-2.021356013977138
MA22,3,276,primary-study,power,uncorrected,0.17470144179088606,0.17153779868105995,0.003163643109826114,1.8442833790284663
MA17,1,66,primary-study,power,uncorrected,0.17457439866792493,0.17153779868105995,0.0030365999868649796,1.770222079456052
MA23,1,24,primary-study,power,uncorrected,0.1685584003363329,0.17153779868105995,-0.0029793983447270467,-1.736875701819307
MA25,1,43,primary-study,power,uncorrected,0.1696206913153081,0.17153779868105995,-0.0019171073657518467,-1.1176005408092715
MA34,1,555,primary-study,power,uncorrected,0.17337427445876816,0.17153779868105995,0.0018364757777082075,1.0705953975326254
MA32,1,13,primary-study,power,uncorrected,0.16996545263379315,0.17153779868105995,-0.0015723460472668038,-0.916617829630817
MA05,3,37,primary-study,power,uncorrected,0.17033176400407127,0.17153779868105995,-0.001206034676988682,-0.7030722594447258
MA43,1,13,primary-study,power,uncorrected,0.17262323515911177,0.17153779868105995,0.0010854364780518155,0.6327681049877354
MA06,2,46,primary-study,power,uncorrected,0.17070585378748465,0.17153779868105995,-8.319448935752982e-4,-0.4849921708055316
MA41,4,527,primary-study,power,uncorrected,0.17228433090812315,0.17153779868105995,7.465322270631958e-4,0.43519984096986875
MA21,1,11,primary-study,power,uncorrected,0.17221931745831073,0.17153779868105995,6.815187772507836e-4,0.3972994771361815
MA10,1,32,primary-study,power,uncorrected,0.17092335647421,0.17153779868105995,-6.144422068499467e-4,-0.35819639261687186
MA14,2,271,primary-study,power,uncorrected,0.17093164970890165,0.17153779868105995,-6.061489721582991e-4,-0.35336175281420745
MA20,1,29,primary-study,power,uncorrected,0.17187475836203056,0.17153779868105995,3.36959680970611e-4,0.19643465379728386
MA24,1,139,primary-study,power,uncorrected,0.17125299123304474,0.17153779868105995,-2.848074480152063e-4,-0.1660318893008217
MA12,1,70,primary-study,power,uncorrected,0.17174733820544005,0.17153779868105995,2.0953952438010348e-4,0.1221535579861932
MA15,4,36,primary-study,power,uncorrected,0.171349759498293,0.17153779868105995,-1.8803918276694143e-4,-0.10961967811919937
MA47,2,103,primary-study,power,uncorrected,0.1713845130504607,0.17153779868105995,-1.532856305992425e-4,-0.0893596815266573
MA26,1,459,primary-study,type_M,corrected,6.243402905555727,8.123781913774943,-1.880379008219216,-23.146596353488825
MA31,1,734,primary-study,type_M,corrected,9.586130225198955,8.123781913774943,1.4623483114240123,18.000831717853096
