aggregation,weighting,se_source,crit_value_method,clustering_unit,metric,scenario,grouping,geometric_mean,ci_lower,ci_upper,raw_median,raw_q1,raw_q3,raw_min,raw_max,arithmetic_mean_unweighted,arithmetic_mean_kweighted,n_unit,summary_dominated_by_offset,scenario_family,convention_status,verification_status
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_S,large (d = 0.8),SMD,0.0012122381423806741,9.929142038049774e-4,0.0014334127003080635,2.1009363748341982e-4,3.407108017666418e-5,8.314730999441406e-4,1.1407267436927067e-23,0.30435481966938865,0.0015535182980080495,NA,2835,TRUE,external,Cohen convention,two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,power,small (r = 0.1),Zr,0.08653236706351199,0.08274168685830413,0.09049671131841176,0.08406067103391734,0.06982604333964215,0.11422590828060808,0.050045669071792864,0.6116556655315465,0.10248404789196036,NA,1303,FALSE,external,"Cohen convention, atanh-transformed to the analysis scale",two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_M,small (r = 0.1),Zr,4.886588541381314,4.610019528561795,5.17974976566069,4.444505321364009,3.306735854338432,5.751875283521168,1.2792530045469803,117.09093726466959,5.192981326433114,NA,1303,FALSE,external,"Cohen convention, atanh-transformed to the analysis scale",two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_S,small (r = 0.1),Zr,0.08005495473969873,0.07204174860716622,0.08872985002606534,0.07381154055356735,0.0306014072686878,0.1261197969590719,2.1481338517293186e-5,0.4766777523395103,0.09205822854789643,NA,1303,FALSE,external,"Cohen convention, atanh-transformed to the analysis scale",two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,power,medium (r = 0.3),Zr,0.3312197266594274,0.30564781973130506,0.3589310973158218,0.3848472728085569,0.24766220725920296,0.6234526709302634,0.05043470418262952,0.9999996495331469,0.44544695172678156,NA,1303,FALSE,external,"Cohen convention, atanh-transformed to the analysis scale",two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_M,medium (r = 0.3),Zr,1.7868428864564934,1.70107719810974,1.8769327485125682,1.5958832515506765,1.267755178161751,2.0009225206332406,1.0000002607278615,37.973362554491494,1.8607768810382281,NA,1303,FALSE,external,"Cohen convention, atanh-transformed to the analysis scale",two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_S,medium (r = 0.3),Zr,0.005272303751579645,0.0038102537250639078,0.006808549246848754,3.728488962587353e-4,1.8373674644161674e-5,0.0024459806680395394,3.3121237990336963e-19,0.4284945806797475,0.007790357284407688,NA,1303,TRUE,external,"Cohen convention, atanh-transformed to the analysis scale",two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,power,large (r = 0.5),Zr,0.6531111038709849,0.6116593883421526,0.6973719722601052,0.840894727093816,0.6197844307617325,0.9810805357017296,0.05136991395356805,1,0.7632688758763034,NA,1303,FALSE,external,"Cohen convention, atanh-transformed to the analysis scale",two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_M,large (r = 0.5),Zr,1.246932073531765,1.2031053802225113,1.292355284550937,1.0974572371160494,1.011662759697575,1.2712967568852729,1,21.419072547606085,1.2719937660451877,NA,1303,FALSE,external,"Cohen convention, atanh-transformed to the analysis scale",two_derivations_r_and_python
primary_study_level,unweighted,own_sampling_error_per_effect_size,z_1.96,meta_analysis_x_study_ID,type_S,large (r = 0.5),Zr,0.0010969222325830433,5.00670895317825e-4,0.0017071149935327587,5.196995068172923e-7,1.027371233036393e-9,1.9292282815055016e-5,2.483955070154267e-46,0.37492960556214,0.0015415332045053691,NA,1303,TRUE,external,"Cohen convention, atanh-transformed to the analysis scale",two_derivations_r_and_python
