aggregation,crit_value_method,exclusion_unit,role,verification_status,dropped_source_paper,n_models_dropped,n_models_remaining,n_effect_sizes_dropped,n_effect_sizes_remaining,pct_of_effect_sizes_dropped,metric,effect_estimator,se_source,se_method,spec_role,geometric_mean,ci_lower,ci_upper,raw_median,raw_q1,raw_q3,raw_min,raw_max,arithmetic_mean_unweighted,arithmetic_mean_kweighted,n_unit,summary_dominated_by_offset,weighting,summary_all_28_papers,abs_change,pct_change,influence_rank
meta_analysis_level,z_1.96,source_paper,influence_check,two_derivations,MA34,1,47,555,5185,9.668989547038327,power,uncorrected_beta0,se_beta0,NA,reference_uncorrected,0.562562159002179,0.44349654796367527,0.713593339552023,0.9072582284218831,0.34845269652183797,0.9998021454824398,0.0539316785204883,1,0.7038692932191762,0.7038692932191764,47,FALSE,equal_per_meta_analysis,0.5693445724590971,-0.006782413456918102,-1.19126690320831,16
meta_analysis_level,z_1.96,source_paper,influence_check,two_derivations,MA39,2,46,52,5688,0.9059233449477352,power,uncorrected_beta0,se_beta0,NA,reference_uncorrected,0.8364998779942374,0.7357769113297764,0.9510111490448129,0.9287312495977567,0.39045701414384437,0.999908108147364,0.0539316785204883,1,0.7360247284768502,0.8925575766580357,46,FALSE,k_effect_sizes,0.8220737046105893,0.014426173383648155,1.7548515787257468,7
meta_analysis_level,z_1.96,source_paper,influence_check,two_derivations,MA39,2,46,52,5688,0.9059233449477352,power,uncorrected_beta0,se_beta0,NA,reference_uncorrected,0.6150078176127123,0.49669871913066177,0.7614970628205961,0.9287312495977567,0.39045701414384437,0.999908108147364,0.0539316785204883,1,0.7360247284768502,0.7360247284768503,46,FALSE,equal_per_meta_analysis,0.5693445724590971,0.045663245153615195,8.020317987117686,1
meta_analysis_level,z_1.96,source_paper,influence_check,two_derivations,MA41,4,44,527,5213,9.181184668989546,power,uncorrected_beta0,se_beta0,NA,reference_uncorrected,0.8438374218951333,0.7313256977600393,0.9736586541011514,0.9535638508937043,0.3173426813564876,0.9999310399701082,0.0539316785204883,1,0.7082833667326838,0.9066878942878517,44,FALSE,k_effect_sizes,0.8220737046105893,0.02176371728454407,2.6474167903051127,4
meta_analysis_level,z_1.96,source_paper,influence_check,two_derivations,MA41,4,44,527,5213,9.181184668989546,power,uncorrected_beta0,se_beta0,NA,reference_uncorrected,0.559455225657325,0.4342707061769213,0.7207259091240124,0.9535638508937043,0.3173426813564876,0.9999310399701082,0.0539316785204883,1,0.7082833667326838,0.7082833667326838,44,FALSE,equal_per_meta_analysis,0.5693445724590971,-0.009889346801772114,-1.736970418293149,11
meta_analysis_level,z_1.96,source_paper,influence_check,two_derivations,MA43,1,47,13,5727,0.2264808362369338,power,uncorrected_beta0,se_beta0,NA,reference_uncorrected,0.8250941079632045,0.7199479966793093,0.9455964738225948,0.918593389341217,0.38152312992211185,0.9999040432171102,0.0539316785204883,1,0.7216690277160817,0.8873493566817815,47,FALSE,k_effect_sizes,0.8220737046105893,0.0030204033526152196,0.3674127192823784,20
meta_analysis_level,z_1.96,source_paper,influence_check,two_derivations,MA43,1,47,13,5727,0.2264808362369338,power,uncorrected_beta0,se_beta0,NA,reference_uncorrected,0.5846685225677953,0.463256413572017,0.7379008066953987,0.918593389341217,0.38152312992211185,0.9999040432171102,0.0539316785204883,1,0.7216690277160817,0.7216690277160818,47,FALSE,equal_per_meta_analysis,0.5693445724590971,0.015323950108698248,2.6915071908934607,6
meta_analysis_level,z_1.96,source_paper,influence_check,two_derivations,MA45,2,46,39,5701,0.6794425087108014,power,uncorrected_beta0,se_beta0,NA,reference_uncorrected,0.8209727773612301,0.7136705874635529,0.9444081247115047,0.8954155728552393,0.3345302290575166,0.9996739684970676,0.0539316785204883,0.9999999999998812,0.6974336632302666,0.8849281024768374,46,FALSE,k_effect_sizes,0.8220737046105893,-0.0011009272493591737,-0.1339207473958437,24
meta_analysis_level,z_1.96,source_paper,influence_check,two_derivations,MA45,2,46,39,5701,0.6794425087108014,power,uncorrected_beta0,se_beta0,NA,reference_uncorrected,0.5555719440904741,0.43623415698635193,0.7075562060357544,0.8954155728552393,0.3345302290575166,0.9996739684970676,0.0539316785204883,0.9999999999998812,0.6974336632302666,0.6974336632302666,46,FALSE,equal_per_meta_analysis,0.5693445724590971,-0.01377262836862303,-2.419032170472213,8
meta_analysis_level,z_1.96,source_paper,influence_check,two_derivations,MA47,2,46,103,5637,1.7944250871080138,power,uncorrected_beta0,se_beta0,NA,reference_uncorrected,0.8261410362473731,0.7183594515338417,0.950094009781022,0.9129258088815501,0.3345302290575166,0.999908108147364,0.0539316785204883,1,0.7089272755093652,0.8896747971886868,46,FALSE,k_effect_sizes,0.8220737046105893,0.004067331636783855,0.49476483847765707,17
meta_analysis_level,z_1.96,source_paper,influence_check,two_derivations,MA47,2,46,103,5637,1.7944250871080138,power,uncorrected_beta0,se_beta0,NA,reference_uncorrected,0.5646091787278803,0.4427517242669794,0.7200051569116982,0.9129258088815501,0.3345302290575166,0.999908108147364,0.0539316785204883,1,0.7089272755093652,0.7089272755093653,46,FALSE,equal_per_meta_analysis,0.5693445724590971,-0.004735393731216786,-0.8317272106000417,25
meta_analysis_level,z_1.96,source_paper,influence_check,two_derivations,MA01,3,45,52,5688,0.9059233449477352,type_M,uncorrected_beta0,se_beta0,NA,reference_uncorrected,1.109605829264051,1.0225922334020328,1.2040235160408317,1.0702859912770393,1.0002916217812952,1.7477419340778297,1,12.687025813993051,1.8440716697974793,1.1779578116022142,45,FALSE,k_effect_sizes,1.1085608464203045,0.0010449828437464337,0.09426481614616122,22
meta_analysis_level,z_1.96,source_paper,influence_check,two_derivations,MA01,3,45,52,5688,0.9059233449477352,type_M,uncorrected_beta0,se_beta0,NA,reference_uncorrected,1.419848749191034,1.195645872456053,1.6860932798088533,1.0702859912770393,1.0002916217812952,1.7477419340778297,1,12.687025813993051,1.8440716697974793,1.844071669797479,45,FALSE,equal_per_meta_analysis,1.3890790233316204,0.030769725859413732,2.2151170194489422,4
meta_analysis_level,z_1.96,source_paper,influence_check,two_derivations,MA05,3,45,37,5703,0.6445993031358885,type_M,uncorrected_beta0,se_beta0,NA,reference_uncorrected,1.1051885090625224,1.0200261169702634,1.1974611436340796,1.036728895322657,1.0000613504845264,1.6135592522425084,1,12.687025813993051,1.7946914343871212,1.1715047751948802,45,FALSE,k_effect_sizes,1.1085608464203045,-0.0033723373577820848,-0.30420859339131967,13
meta_analysis_level,z_1.96,source_paper,influence_check,two_derivations,MA05,3,45,37,5703,0.6445993031358885,type_M,uncorrected_beta0,se_beta0,NA,reference_uncorrected,1.375229243277928,1.1591170748369684,1.6316345541133457,1.036728895322657,1.0000613504845264,1.6135592522425084,1,12.687025813993051,1.7946914343871212,1.7946914343871208,45,FALSE,equal_per_meta_analysis,1.3890790233316204,-0.013849780053692307,-0.9970476712314325,11
