aggregation,role,effect_estimator,se_source,se_method,crit_value_method,weighting,metric,geometric_mean,ci_lower,ci_upper,summary_dominated_by_offset,raw_median,raw_q1,raw_q3,raw_min,raw_max,arithmetic_mean_unweighted,arithmetic_mean_kweighted,n_unit,verification_status
meta_analysis_level,supplementary,yang2024_UWLS,own_CRVE,CR2_naive_t,z_1.96,k_effect_sizes,type_M,2.0112554553950255,1.5137410942946816,2.6722855857600027,FALSE,1.0900060056627283,1.0006154853118199,1.9771481466906704,1,18.806520475073768,2.194090046504655,3.4752842238192296,48,two_derivations
meta_analysis_level,supplementary,yang2024_UWLS,own_CRVE,CR2_naive_t,z_1.96,k_effect_sizes,type_S,0.02303523337151371,0.010724866247240707,0.03958760766484328,TRUE,4.179116462161742e-7,1.363727571753689e-12,0.0022556855957236678,5.946356367399839e-57,0.35838125672789384,0.02271861045610962,0.062340770398710825,48,two_derivations
meta_analysis_level,diagnostic_critical_value,yang2024_FE_VCV,own_CRVE,CR2_Satterthwaite,t_Satterthwaite_per_model,k_effect_sizes,power,0.3057796912328947,0.19649895121233577,0.47583571817361753,FALSE,0.7454664041893795,0.16098681783937463,0.9916337234037809,0.0014288566233005007,1,0.6035306768357743,0.595327871403244,48,two_derivations
meta_analysis_level,diagnostic_critical_value,yang2024_FE_VCV,own_CRVE,CR2_Satterthwaite,t_Satterthwaite_per_model,k_effect_sizes,type_M,1.6464708035963207,1.3464710142296523,2.0133118934209393,FALSE,1.136666623335934,1.004632523251598,2.1703944856912907,1,42.08266378128066,2.5734277610576015,2.4915654247075367,48,two_derivations
meta_analysis_level,diagnostic_critical_value,yang2024_FE_VCV,own_CRVE,CR2_Satterthwaite,t_Satterthwaite_per_model,k_effect_sizes,type_S,0.0030431449845507996,8.174856859657215e-5,0.006354192809713666,TRUE,1.326061062334493e-7,5.51625200418733e-13,1.4107382231907044e-4,5.45664275272223e-60,0.42188930829180765,0.012408790292565258,0.008906805241512068,48,two_derivations
meta_analysis_level,diagnostic_crve_variant,yang2024_FE_VCV,own_CRVE,CR1,z_1.96,k_effect_sizes,power,0.5285655256245051,0.4200504890538198,0.665114128323067,FALSE,0.8475141164145692,0.3170570580734253,0.9980974572183694,0.05044060363774716,1,0.6859955398450563,0.668986025324751,48,single_derivation
meta_analysis_level,diagnostic_crve_variant,yang2024_FE_VCV,own_CRVE,CR1,z_1.96,k_effect_sizes,type_M,1.4329567202451963,1.216108553590442,1.6884717700845946,FALSE,1.0932154052959442,1.0012493267788352,1.7631319147716704,1,37.71860059276645,2.247766004802022,2.0483306738588465,48,single_derivation
meta_analysis_level,diagnostic_crve_variant,yang2024_FE_VCV,own_CRVE,CR1,z_1.96,k_effect_sizes,type_S,0.00313464809743276,1.2073082396605803e-4,0.006510167005619211,TRUE,4.621260175585304e-7,5.185068011021361e-12,9.77140585815833e-4,3.7143225963313767e-63,0.4280178078274556,0.013881604275705282,0.00918224485983125,48,single_derivation
meta_analysis_level,diagnostic_crve_variant,yang2024_UWLS,own_CRVE,CR1,z_1.96,k_effect_sizes,power,0.39111459273634863,0.27272556973685635,0.5608957927887585,FALSE,0.8773035231634816,0.2637333963836791,0.9992679261375882,0.05208301897927581,1,0.6830785592613918,0.6475947369367184,48,single_derivation
meta_analysis_level,diagnostic_crve_variant,yang2024_UWLS,own_CRVE,CR1,z_1.96,k_effect_sizes,type_M,1.9316018820566334,1.4763207637966338,2.527286699652958,FALSE,1.07419916849905,1.0004894775493074,1.9355894904801136,1,17.387123232304514,2.0875662035971256,3.1658053689014025,48,single_derivation
meta_analysis_level,diagnostic_crve_variant,yang2024_UWLS,own_CRVE,CR1,z_1.96,k_effect_sizes,type_S,0.021231190415388228,0.00992106027735172,0.03620441218705089,TRUE,2.1395108918458977e-7,8.197124461863592e-13,0.0019455363175293445,5.357886333682952e-61,0.347475802110049,0.020403066359350557,0.054564934747738755,48,single_derivation
meta_analysis_level,diagnostic_hybrid_not_reported,yang2024_FE_VCV,se_beta0,NA,z_1.96,k_effect_sizes,power,0.7075116864385533,0.58699067967197,0.8527780828255442,FALSE,0.7323887188277263,0.2592580786389856,0.9993454933372066,0.05045664653547377,1,0.631777730837424,0.8061535869071765,48,two_derivations
meta_analysis_level,diagnostic_hybrid_not_reported,yang2024_FE_VCV,se_beta0,NA,z_1.96,k_effect_sizes,type_M,1.2387712062719751,1.0618133487344779,1.4452202011940065,FALSE,1.1742078262006075,1.0004408305959012,1.9522628182338257,1,37.050957691542344,2.4948247777554755,1.8209722266720914,48,two_derivations
meta_analysis_level,diagnostic_hybrid_not_reported,yang2024_FE_VCV,se_beta0,NA,z_1.96,k_effect_sizes,type_S,0.0022381027379865803,-8.274140221775431e-4,0.005692381917507445,TRUE,3.842287424760904e-6,4.900004813406407e-13,0.002057425862492114,1.4162726181650148e-84,0.42673786093023575,0.01973115457361446,0.00877431644322352,48,two_derivations
meta_analysis_level,diagnostic_hybrid_not_reported,yang2024_UWLS,se_beta0,NA,z_1.96,k_effect_sizes,power,0.4314435872023722,0.31840774122696386,0.5846075482359776,FALSE,0.6975403097505023,0.13696423219530998,0.998526041283945,0.05538809581522275,1,0.6084724073892598,0.6397636794571098,48,two_derivations
meta_analysis_level,diagnostic_hybrid_not_reported,yang2024_UWLS,se_beta0,NA,z_1.96,k_effect_sizes,type_M,1.6284345684618216,1.349088936903093,1.9656221848863338,FALSE,1.2019911346562262,1.0009737644700183,2.887948265819626,1,10.857924140308421,2.183227807566396,2.0960075073858397,48,two_derivations
meta_analysis_level,diagnostic_hybrid_not_reported,yang2024_UWLS,se_beta0,NA,z_1.96,k_effect_sizes,type_S,0.009657064418920593,0.004442810313014366,0.015794750955084404,TRUE,6.562102765297556e-6,3.0068750961979772e-12,0.018189605624139623,5.372270156970884e-86,0.26646821246560515,0.0231850619350969,0.018942971410655304,48,two_derivations
meta_analysis_level,secondary_descriptive,uncorrected_beta0,se_beta0,NA,z_1.96,equal_per_meta_analysis,power,0.5693445724590971,0.45059511323496293,0.7193891648345556,FALSE,0.9129258088815501,0.3623751639861593,0.9998999782868563,0.0539316785204883,1,0.710038425457268,0.710038425457268,48,two_derivations
meta_analysis_level,secondary_descriptive,uncorrected_beta0,se_beta0,NA,z_1.96,equal_per_meta_analysis,type_M,1.3890790233316204,1.1805793082486087,1.6344014498461816,FALSE,1.0522991094122045,1.0000697227565538,1.6471049227013388,1,12.687025813993051,1.7913171905059158,1.7913171905059155,48,two_derivations
meta_analysis_level,secondary_descriptive,uncorrected_beta0,se_beta0,NA,z_1.96,equal_per_meta_analysis,type_S,0.004155831997191987,8.714872736233226e-5,0.008884382345982919,TRUE,7.223375990578843e-8,1.1008920415043813e-14,5.279446924038867e-4,7.970070141940813e-93,0.2962281539428636,0.013462737114737378,0.01346273711473738,48,two_derivations
meta_analysis_level,secondary_descriptive,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,equal_per_meta_analysis,power,0.2504743908406155,0.1834288475329837,0.34202592073581084,FALSE,0.2613870909145822,0.09341367445794788,0.6611709368538004,0.05000003450386037,1,0.40608145754710545,0.4060814575471055,48,two_derivations
meta_analysis_level,secondary_descriptive,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,equal_per_meta_analysis,type_M,2.9363645127941456,1.9278375192995598,4.472491309915739,FALSE,1.954954181412633,1.2331473212863346,3.966498778200144,1,4259.631579854067,93.85939247325369,93.85939247325369,48,two_derivations
meta_analysis_level,secondary_descriptive,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,equal_per_meta_analysis,type_S,0.024936057703107736,0.012228224832398216,0.04198170192520214,TRUE,0.0021950024574868927,1.1168105980575671e-5,0.05468571892174613,6.031812924633213e-57,0.4993584751387011,0.07007059553837987,0.07007059553837985,48,two_derivations
meta_analysis_level,secondary_descriptive,yang2024_FE_VCV,own_CRVE,CR2_Satterthwaite,z_1.96,equal_per_meta_analysis,power,0.5308290962783877,0.4156900574366771,0.677859680342857,FALSE,0.8235842973000618,0.31298057105632804,0.9980339133823108,0.050429035375350595,1,0.6788743455794899,0.6788743455794899,48,two_derivations
meta_analysis_level,secondary_descriptive,yang2024_FE_VCV,own_CRVE,CR2_Satterthwaite,z_1.96,equal_per_meta_analysis,type_M,1.461875982114135,1.2123062320563172,1.7628230644803693,FALSE,1.1089119107637524,1.0012903544540392,1.775196133972699,1,38.22310033099711,2.292805390444782,2.2928053904447823,48,two_derivations
meta_analysis_level,secondary_descriptive,yang2024_FE_VCV,own_CRVE,CR2_Satterthwaite,z_1.96,equal_per_meta_analysis,type_S,0.0048558247766155825,7.061539528655895e-4,0.009675365078975866,TRUE,7.591577731895303e-7,5.462743398965652e-12,0.0010370226683529648,1.5178806097150142e-58,0.42895589948540064,0.01446701072309654,0.014467010723096536,48,two_derivations
meta_analysis_level,secondary_descriptive,yang2024_UWLS,own_CRVE,CR2_naive_t,z_1.96,equal_per_meta_analysis,power,0.4879887538674981,0.36621858733186596,0.650248327470496,FALSE,0.8525236555419747,0.253312970030328,0.9990743157253013,0.05177897323809777,1,0.6740804434177975,0.6740804434177976,48,two_derivations
meta_analysis_level,secondary_descriptive,yang2024_UWLS,own_CRVE,CR2_naive_t,z_1.96,equal_per_meta_analysis,type_M,1.554756496877958,1.2729593148688094,1.8989356033215736,FALSE,1.0900060056627283,1.0006154853118199,1.9771481466906704,1,18.806520475073768,2.194090046504655,2.1940900465046544,48,two_derivations
meta_analysis_level,secondary_descriptive,yang2024_UWLS,own_CRVE,CR2_naive_t,z_1.96,equal_per_meta_analysis,type_S,0.008772213091862435,0.0029072791916719826,0.015869708913168717,TRUE,4.179116462161742e-7,1.363727571753689e-12,0.0022556855957236678,5.946356367399839e-57,0.35838125672789384,0.02271861045610962,0.022718610456109622,48,two_derivations
