MA_model,effect_size_type,k,n_study_cluster,effect_estimator,estimator_label,se_source,se_method,role,crit_value_method,assumed_effect,standard_error,power,type_M,type_S
MA28_02.csv,SMD,84,41,yang2024_FE_VCV,Yang 2024 FE + VCV,own_CRVE,CR2_Satterthwaite,reported_sensitivity,z_1.96,-0.6559782566368503,0.08503258098964406,0.9999999956543053,1.0000000033343242,1.9368184610075566e-22
MA31.csv,SMD,734,212,yang2024_FE_VCV,Yang 2024 FE + VCV,own_CRVE,CR2_Satterthwaite,reported_sensitivity,z_1.96,0.2481806442302342,0.03981142904367553,0.9999903975827747,1.000006912250497,1.2648200799536998e-16
MA32.csv,SMD,13,7,yang2024_FE_VCV,Yang 2024 FE + VCV,own_CRVE,CR2_Satterthwaite,reported_sensitivity,z_1.96,1.1740011911431116,0.24435475642824064,0.9977761568216703,1.0014561747380275,6.7053272401689836e-12
MA14_01.csv,SMD,104,20,yang2024_FE_VCV,Yang 2024 FE + VCV,own_CRVE,CR2_Satterthwaite,reported_sensitivity,z_1.96,-0.2646476965342758,0.06188901479151431,0.9897263777301962,1.0064474903562004,2.2659224706543467e-10
MA14_02.csv,SMD,167,17,yang2024_FE_VCV,Yang 2024 FE + VCV,own_CRVE,CR2_Satterthwaite,reported_sensitivity,z_1.96,-0.23033060722423032,0.03459408770407658,0.9999986872136168,1.000000965159939,3.4050335064474913e-18
MA18.csv,SMD,23,23,yang2024_FE_VCV,Yang 2024 FE + VCV,own_CRVE,CR2_Satterthwaite,reported_sensitivity,z_1.96,1.0409638825024343,0.1765224181477969,0.9999587637685257,1.0000291304222308,1.966866286890282e-15
MA39_1.csv,SMD,37,21,yang2024_FE_VCV,Yang 2024 FE + VCV,own_CRVE,CR2_Satterthwaite,reported_sensitivity,z_1.96,-0.06775623379617997,0.10099735964282404,0.10294170469881603,3.615409834101316,0.04137064627266727
MA39_2.csv,SMD,15,11,yang2024_FE_VCV,Yang 2024 FE + VCV,own_CRVE,CR2_Satterthwaite,reported_sensitivity,z_1.96,-0.05881185847052301,0.1504357489763767,0.06768541577144693,6.0770440253784255,0.1383436590706495
MA17.csv,Zr,66,22,yang2024_FE_VCV,Yang 2024 FE + VCV,own_CRVE,CR2_Satterthwaite,reported_sensitivity,z_1.96,0.07427262557204263,0.05691645051017974,0.256774070317618,1.96223077257395,0.0021322381717119076
MA34.csv,Zr,555,23,yang2024_FE_VCV,Yang 2024 FE + VCV,own_CRVE,CR2_Satterthwaite,reported_sensitivity,z_1.96,0.15455189430386945,0.05397862011306015,0.816801902674476,1.1134439441801423,8.649260543526745e-7
MA41_01.csv,Zr,110,24,yang2024_FE_VCV,Yang 2024 FE + VCV,own_CRVE,CR2_Satterthwaite,reported_sensitivity,z_1.96,0.1545591620608431,0.05855195814794597,0.75166391275098,1.1595889922545362,2.815010049080034e-6
MA41_02.csv,Zr,184,27,yang2024_FE_VCV,Yang 2024 FE + VCV,own_CRVE,CR2_Satterthwaite,reported_sensitivity,z_1.96,0.1047967813375701,0.10186332392263638,0.1772843999649827,2.4271713881279213,0.007900025813510129
MA41_03.csv,Zr,129,36,yang2024_FE_VCV,Yang 2024 FE + VCV,own_CRVE,CR2_Satterthwaite,reported_sensitivity,z_1.96,0.20381732808908465,0.06641490921834833,0.8662603534636718,1.0811476144781393,2.8485975415155556e-7
MA41_04.csv,Zr,104,20,yang2024_FE_VCV,Yang 2024 FE + VCV,own_CRVE,CR2_Satterthwaite,reported_sensitivity,z_1.96,0.2525229716707218,0.07208341059348337,0.9386138810503988,1.0368808595154773,2.491486247361233e-8
MA43.csv,Zr,13,8,yang2024_FE_VCV,Yang 2024 FE + VCV,own_CRVE,CR2_Satterthwaite,reported_sensitivity,z_1.96,0.08359503029017488,0.08290982922993591,0.172122291726459,2.4722508073335225,0.00870083922529056
MA45_01.csv,Zr,28,25,yang2024_FE_VCV,Yang 2024 FE + VCV,own_CRVE,CR2_Satterthwaite,reported_sensitivity,z_1.96,0.621237526429446,0.04396813005935175,1,1,1.517880609714927e-58
MA45_02.csv,Zr,11,10,yang2024_FE_VCV,Yang 2024 FE + VCV,own_CRVE,CR2_Satterthwaite,reported_sensitivity,z_1.96,1.1253054900947717,0.26647322725988853,0.9881819993501963,1.0073860718426961,3.183899983587119e-10
MA47_1.csv,Zr,65,25,yang2024_FE_VCV,Yang 2024 FE + VCV,own_CRVE,CR2_Satterthwaite,reported_sensitivity,z_1.96,0.04888019510515651,0.04955847041372834,0.16672320679369945,2.522562420514592,0.009645435623699107
MA47_2.csv,Zr,38,26,yang2024_FE_VCV,Yang 2024 FE + VCV,own_CRVE,CR2_Satterthwaite,reported_sensitivity,z_1.96,0.3022545315892349,0.06897920954999459,0.9922792823098067,1.0048861661863535,1.1444284288098927e-10
MA09.csv,lnRR,1297,126,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,-0.03027560950179792,0.10894103255270383,0.05889370919487391,8.487635789417457,0.2141942646575636
MA20_cleaned.csv,lnRR,29,8,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.06808764027783626,0.0778015610759703,0.14129140151292352,2.8168635507523727,0.01621120154785478
MA22_01.csv,lnRR,92,30,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.02829054751702341,0.03072083155155606,0.15136846271357318,2.687017977077674,0.013100405493936065
MA22_02.csv,lnRR,92,30,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.01470340327888769,0.02189321664776422,0.10305869032740655,3.6117100627898004,0.04123562345689844
MA22_03.csv,lnRR,92,30,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.026795423631243,0.02122691757146606,0.24333961776698132,2.0202157191327696,0.002612964587442832
MA01_01.csv,SMD,22,20,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,-1.422219386625735,0.16010421609801612,0.9999999999977911,1.0000000000017562,1.0758871434658117e-27
MA01_02.csv,SMD,14,13,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,-1.368395614136234,0.1695447028904896,0.9999999995050737,1.000000000384296,5.571064059669045e-24
MA01_03.csv,SMD,16,11,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,1.5736747238246525,0.18897472941251925,0.9999999999039146,1.0000000000752025,4.015843282907969e-25
MA05_01.csv,SMD,17,9,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.17874448197943507,0.363075735651031,0.07819651775955883,4.860683850203977,0.09077001146468809
MA05_02.csv,SMD,16,10,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,-0.573452886234062,0.2788060490085451,0.5386077461762977,1.3584339333428066,5.476957021164286e-5
MA05_03.csv,SMD,4,4,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,1.4649616153614824,0.6494461327055179,0.6163001190880978,1.2746886657436673,2.0203970916949987e-5
MA06_01.csv,SMD,33,9,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.2867776140738425,0.32300778694724763,0.14403218398879025,2.7794846446557995,0.015282252114182836
MA06_02.csv,SMD,13,6,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.6516846916320689,0.20071105122022992,0.9009383092889652,1.0595826085428734,1.0659968998484417e-7
MA08.csv,SMD,531,176,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.2259384304751847,0.03305199196300224,0.9999994583918761,1.0000004014243828,7.10079329689157e-19
MA10.csv,SMD,32,32,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.3856950980061035,0.1383073269314048,0.7963689166618406,1.127428039091466,1.2857322932165668e-6
MA12.csv,SMD,70,16,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.3231280300834984,0.12269122230772744,0.749752641445652,1.1610167861434368,2.9049305282308094e-6
MA13_01.csv,SMD,43,24,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,-0.8663723158925489,0.3148664258638936,0.7857016611560652,1.1348978582193245,1.5646974777583118e-6
MA13_02.csv,SMD,37,20,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,-0.3789833466959041,0.17805667299884512,0.5669181990848642,1.3259607876451094,3.830773417716537e-5
MA13_03.csv,SMD,14,9,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.8798308499433414,0.2560565415083653,0.930043705504496,1.0419949330370417,3.662522551380433e-8
MA15_01.csv,SMD,5,3,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,-0.7168624485333441,0.23314074611010013,0.8675410680854458,1.080337032023611,2.757357633303964e-7
MA15_02.csv,SMD,9,4,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,-1.1944816705647263,0.1468785260961419,0.9999999996638689,1.0000000002615053,2.9842949811213945e-24
MA15_03.csv,SMD,11,5,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,-0.9297257314358126,0.18628420648865004,0.9987810129881026,1.0008098839169588,1.8175023617499152e-12
MA15_04.csv,SMD,11,5,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.4042859439963559,0.1373150136058503,0.8375062429985036,1.0996749793018454,5.60087529101952e-7
MA21.csv,SMD,11,6,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,-0.10719300548278024,0.346899389008342,0.06100844882001455,7.647662719779441,0.19071394806496958
MA23.csv,SMD,24,22,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,-0.5087582694102231,0.12351724731821512,0.9845734021735627,1.0095660001942384,6.145715294025906e-10
MA24.csv,SMD,139,54,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.34800345224543505,0.07554593084505248,0.9959341362813771,1.0026203386865804,2.586464540337121e-11
MA25.csv,SMD,43,22,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.6322531290590482,0.17821731427268386,0.9438216406654705,1.0337834406602018,1.926870425889607e-8
MA26.csv,SMD,459,71,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.19975353102888055,0.04496536539126774,0.9934753773837455,1.004149385710759,7.700390218368074e-11
MA28_01.csv,SMD,84,42,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,-0.5952560685887879,0.08873306944803204,0.9999989749726022,1.00000075535869,2.1920547670453453e-18
MA28_02.csv,SMD,84,41,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,-0.594060160056392,0.09232967912427936,0.9999961642996509,1.0000027896845245,2.347727427230822e-17
MA31.csv,SMD,734,212,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.18872222150191176,0.04325556402442524,0.9918692797253285,1.0051378748793882,1.293831917690517e-10
MA32.csv,SMD,13,7,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,1.2062738980798524,0.20543096454331805,0.9999542239368975,1.000032289496403,2.403201765010698e-15
MA14_01.csv,SMD,104,20,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,-0.27904900788693476,0.06677660266882926,0.9867525574555661,1.0082515716646068,4.21295949837919e-10
MA14_02.csv,SMD,167,17,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,-0.24626830801922392,0.02883174529595104,0.99999999997673,1.0000000000183271,4.249480832589171e-26
MA18.csv,SMD,23,23,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,1.0409638825024343,0.176522418147797,0.9999587637685257,1.0000291304222308,1.966866286890338e-15
MA39_1.csv,SMD,37,21,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,-0.15662802832839764,0.1200661770851627,0.2566374207847768,1.9627922892099705,0.002136592598483947
MA39_2.csv,SMD,15,11,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,-0.07298753090518058,0.13203431579162225,0.08567782378885047,4.3483061252186515,0.06990847298739687
MA17.csv,Zr,66,22,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.06146325216148728,0.03601714509961483,0.4000777444263337,1.5659492814059515,3.0734988273419493e-4
MA34.csv,Zr,555,23,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.14511265722883634,0.01921667652042343,0.9999999887395166,1.0000000085896827,9.40966091183474e-22
MA41_01.csv,Zr,110,24,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.11391487446374109,0.07318144011185483,0.3435620575440894,1.6879632719546211,6.362122303586573e-4
MA41_02.csv,Zr,184,27,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.02082485940868189,0.1671976585476724,0.05177897323809777,18.80652047507377,0.35838125672789384
MA41_03.csv,Zr,129,36,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.28889114662206705,0.1006443749545266,0.8187083899150619,1.1121598146490637,8.322454209942726e-7
MA41_04.csv,Zr,104,20,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.17949963151596868,0.06927612278138569,0.7360187074487271,1.1714153500186564,3.626378544622185e-6
MA43.csv,Zr,13,8,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.0651961700062466,0.09272015717901816,0.1082815440798367,3.4581140881514627,0.03574995419638826
MA45_01.csv,Zr,28,25,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.6271707858018328,0.04511843308347538,1,1,5.946356367399672e-57
MA45_02.csv,Zr,11,10,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,1.1030766991968988,0.2637016968723344,0.9868949127561729,1.0081655040820767,4.1023351656236187e-10
MA47_1.csv,Zr,65,25,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.02565909879586108,0.03755644434388478,0.10495190142983979,3.5534961667393787,0.03912829661541882
MA47_2.csv,Zr,38,26,yang2024_UWLS,Yang 2024 UWLS,own_CRVE,CR2_naive_t,supplementary,z_1.96,0.2906909477993496,0.06131663370617648,0.997289187238544,1.0017660573896225,1.0393593316870105e-11
