aggregation,role,verification_status,weighting,effect_estimator,se_source,se_method,crit_value_method,spec_role,metric,dropped_MA_model,dropped_k,dropped_pct_of_k,summary_all_48,summary_without,abs_change,pct_change,influence_rank
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA18.csv,23,0.40069686411149824,5.830502574538134e-4,5.854231731855231e-4,2.372915731709696e-6,0.4069830518679929,34
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA39_1.csv,37,0.6445993031358885,5.830502574538134e-4,5.354432958478844e-4,-4.760696160592895e-5,-8.16515574726423,8
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA39_2.csv,15,0.2613240418118467,5.830502574538134e-4,4.183808903476943e-4,-1.6466936710611904e-4,-28.242739798320628,2
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA17.csv,66,1.1498257839721255,5.830502574538134e-4,5.850010789134469e-4,1.950821459633517e-6,0.3345889028765425,36
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA34.csv,555,9.668989547038327,5.830502574538134e-4,6.462598106970092e-4,6.320955324319588e-5,10.841184346480293,5
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA41_01.csv,110,1.916376306620209,5.830502574538134e-4,5.945746849399906e-4,1.1524427486177269e-5,1.976575318996443,18
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA41_02.csv,184,3.205574912891986,5.830502574538134e-4,5.903392581558982e-4,7.289000702084825e-6,1.2501496412875124,23
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA41_03.csv,129,2.2473867595818815,5.830502574538134e-4,5.964755398400433e-4,1.342528238622992e-5,2.302594367226285,16
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA41_04.csv,104,1.8118466898954704,5.830502574538134e-4,5.939348870437726e-4,1.0884629589959227e-5,1.866842429243154,20
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA43.csv,13,0.2264808362369338,5.830502574538134e-4,5.643791996755888e-4,-1.867105777822453e-5,-3.202306754783235,13
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA45_01.csv,28,0.4878048780487805,5.830502574538134e-4,5.8594158240605e-4,2.8913249522366513e-6,0.4958963511761505,31
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA45_02.csv,11,0.1916376306620209,5.830502574538134e-4,5.841827256295486e-4,1.1324681757352018e-6,0.19423165692109556,44
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA47_1.csv,65,1.132404181184669,5.830502574538134e-4,5.884856835844665e-4,5.435426130653148e-6,0.9322397273932692,26
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA47_2.csv,38,0.662020905923345,5.830502574538134e-4,5.869811588088865e-4,3.930901355073124e-6,0.6741959727861957,29
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA09.csv,1297,22.59581881533101,0.004155831997192026,0.004251383093844218,9.555109665219247e-5,2.2992049899214884,18
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA20_cleaned.csv,29,0.5052264808362369,0.004155831997192026,0.00420434844693016,4.851644973813407e-5,1.167430487346821,46
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA22_01.csv,92,1.602787456445993,0.004155831997192026,0.0042193346187589555,6.350262156692987e-5,1.5280363019928744,45
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA22_02.csv,92,1.602787456445993,0.004155831997192026,0.004179425686965069,2.3593689773043075e-5,0.5677248211425345,47
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA22_03.csv,92,1.602787456445993,0.004155831997192026,0.0041792397142968035,2.340771710477793e-5,0.5632498407200703,48
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA01_01.csv,22,0.3832752613240418,0.004155831997192026,0.004251383093844426,9.555109665240064e-5,2.2992049899264844,9
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA01_02.csv,14,0.24390243902439024,0.004155831997192026,0.004251383093844426,9.555109665240064e-5,2.2992049899264844,9
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA01_03.csv,16,0.2787456445993031,0.004155831997192026,0.004251383093844426,9.555109665240064e-5,2.2992049899264844,9
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA05_01.csv,17,0.2961672473867596,0.004155831997192026,0.003968544653563742,-1.8728734362828334e-4,-4.506614890949101,4
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA05_02.csv,16,0.2787456445993031,0.004155831997192026,0.004251188269494652,9.53562723026262e-5,2.2945170152945504,37
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA05_03.csv,4,0.06968641114982578,0.004155831997192026,0.004250949513185581,9.511751599355564e-5,2.28877192479926,38
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA06_01.csv,33,0.5749128919860628,0.004155831997192026,0.004226210315878911,7.037831868688532e-5,1.6934832479859052,44
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA06_02.csv,13,0.2264808362369338,0.004155831997192026,0.004251378626136504,9.554662894447827e-5,2.299097485390078,32
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA08.csv,531,9.250871080139373,0.004155831997192026,0.004251383093844426,9.555109665240064e-5,2.2992049899264844,9
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA10.csv,32,0.5574912891986062,0.004155831997192026,0.004251355592980035,9.552359578800934e-5,2.2985432484410317,35
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA12.csv,70,1.2195121951219512,0.004155831997192026,0.0042513829953415225,9.555099814949689e-5,2.29920261969343,28
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA13_01.csv,43,0.7491289198606271,0.004155831997192026,0.004251366730259207,9.553473306718116e-5,2.2988112400051497,34
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA13_02.csv,37,0.6445993031358885,0.004155831997192026,0.004230242607322247,7.44106101302211e-5,1.7905105447115766,43
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA13_03.csv,14,0.24390243902439024,0.004155831997192026,0.004251382481087425,9.555048389539925e-5,2.2991902454180035,29
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA15_01.csv,5,0.08710801393728224,0.004155831997192026,0.004243921503277126,8.808950608510044e-5,2.1196599416102524,40
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA15_02.csv,9,0.156794425087108,0.004155831997192026,0.004251383093844426,9.555109665240064e-5,2.2992049899264844,9
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA15_03.csv,11,0.1916376306620209,0.004155831997192026,0.004251383093838334,9.555109664630829e-5,2.2992049897798905,22
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA15_04.csv,11,0.1916376306620209,0.004155831997192026,0.0027046935388732596,-0.001451138458318766,-34.91812131239323,1
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA21.csv,11,0.1916376306620209,0.004155831997192026,0.003790294030907651,-3.6553796628437454e-4,-8.79578304732621,3
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA23.csv,24,0.4181184668989547,0.004155831997192026,0.004251377099790753,9.554510259872709e-5,2.2990607575879896,33
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA24.csv,139,2.421602787456446,0.004155831997192026,0.004251383093842126,9.555109665010039e-5,2.2992049898711286,20
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA25.csv,43,0.7491289198606271,0.004155831997192026,0.004251383093480464,9.55510962884383e-5,2.2992049811686233,23
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA26.csv,459,7.996515679442509,0.004155831997192026,0.0042513830266170186,9.555102942499297e-5,2.2992033722622596,27
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA28_01.csv,84,1.4634146341463414,0.004155831997192026,0.004251383093844426,9.555109665240064e-5,2.2992049899264844,9
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA28_02.csv,84,1.4634146341463414,0.004155831997192026,0.004251383093844426,9.555109665240064e-5,2.2992049899264844,9
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA31.csv,734,12.787456445993032,0.004155831997192026,0.004251383093844426,9.555109665240064e-5,2.2992049899264844,9
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA32.csv,13,0.2264808362369338,0.004155831997192026,0.004251383092705157,9.55510955131314e-5,2.2992049625127464,24
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA14_01.csv,104,1.8118466898954704,0.004155831997192026,0.004251383087726327,9.555109053430155e-5,2.2992048427092904,26
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA14_02.csv,167,2.9094076655052263,0.004155831997192026,0.004251383093839357,9.555109664733177e-5,2.2992049898045153,21
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA18.csv,23,0.40069686411149824,0.004155831997192026,0.004251383093844426,9.555109665240064e-5,2.2992049899264844,9
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA39_1.csv,37,0.6445993031358885,0.004155831997192026,0.004058991654260324,-9.684034293170121e-5,-2.33022756928416,6
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA39_2.csv,15,0.2613240418118467,0.004155831997192026,0.0027434028157068344,-0.0014124291814851912,-33.98667661348025,2
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA17.csv,66,1.1498257839721255,0.004155831997192026,0.004241116486765905,8.528448957387941e-5,2.0521640343378555,42
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA34.csv,555,9.668989547038327,0.004155831997192026,0.004251383093844437,9.555109665241104e-5,2.2992049899267286,7
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA41_01.csv,110,1.916376306620209,0.004155831997192026,0.004251380937865538,9.554894067351216e-5,2.2991531115327035,31
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA41_02.csv,184,3.205574912891986,0.004155831997192026,0.004242389843017589,8.655784582556336e-5,2.082804258787352,41
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA41_03.csv,129,2.2473867595818815,0.004155831997192026,0.004251237071714032,9.540507452200642e-5,2.2956913221340303,36
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA41_04.csv,104,1.8118466898954704,0.004155831997192026,0.004251381653339704,9.554965614767819e-5,2.299170327680189,30
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA43.csv,13,0.2264808362369338,0.004155831997192026,0.004037645630973301,-1.1818636621872478e-4,-2.8438677573727644,5
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA45_01.csv,28,0.4878048780487805,0.004155831997192026,0.004251383093844437,9.555109665241104e-5,2.2992049899267286,7
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA45_02.csv,11,0.1916376306620209,0.004155831997192026,0.004251383093844152,9.555109665212655e-5,2.2992049899198896,19
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA47_1.csv,65,1.132404181184669,0.004155831997192026,0.004248578449491055,9.274645229902928e-5,2.2317180377285473,39
meta_analysis_level,influence_check,two_derivations,equal_per_meta_analysis,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,type_S,MA47_2.csv,38,0.662020905923345,0.004155831997192026,0.004251383089460405,9.555109226837971e-5,2.2992048844356683,25
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA09.csv,1297,22.59581881533101,0.3903771039959558,0.38059502530886935,-0.00978207868708647,-2.5058023605779467,8
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA20_cleaned.csv,29,0.5052264808362369,0.3903771039959558,0.39350836082870494,0.0031312568327491186,0.8021107797299365,18
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA22_01.csv,92,1.602787456445993,0.3903771039959558,0.39227664769673665,0.0018995437007808258,0.48659198537435167,29
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA22_02.csv,92,1.602787456445993,0.3903771039959558,0.393672653606184,0.0032955496102281545,0.8441964389034107,16
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA22_03.csv,92,1.602787456445993,0.3903771039959558,0.39367744840737834,0.0033003444114225178,0.8454246874726401,15
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA01_01.csv,22,0.3832752613240418,0.3903771039959558,0.39074246217714537,3.6535818118954566e-4,0.09359108857811549,45
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA01_02.csv,14,0.24390243902439024,0.3903771039959558,0.3922821698291233,0.001905065833167463,0.48800654896685725,28
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA01_03.csv,16,0.2787456445993031,0.3903771039959558,0.39111953185644377,7.424278604879486e-4,0.1901822245434781,40
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA05_01.csv,17,0.2961672473867596,0.3903771039959558,0.39151445515568345,0.0011373511597276287,0.2913467895748756,36
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA05_02.csv,16,0.2787456445993031,0.3903771039959558,0.38976378845045184,-6.133155455039785e-4,-0.15710848285568346,43
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA05_03.csv,4,0.06968641114982578,0.3903771039959558,0.3902479461051982,-1.2915789075762518e-4,-0.03308541649486019,46
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA06_01.csv,33,0.5749128919860628,0.3903771039959558,0.39343307705048713,0.0030559730545313135,0.7828258940521637,19
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA06_02.csv,13,0.2264808362369338,0.3903771039959558,0.39205112518886553,0.0016740211929097137,0.4288215614528079,32
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA08.csv,531,9.250871080139373,0.3903771039959558,0.36342376831560325,-0.026953335680352575,-6.904435584068425,3
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA10.csv,32,0.5574912891986062,0.3903771039959558,0.39356640422055206,0.0031893002245962365,0.8169793238256284,17
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA12.csv,70,1.2195121951219512,0.3903771039959558,0.3860236216032989,-0.004353482392656927,-1.115199213297624,14
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA13_01.csv,43,0.7491289198606271,0.3903771039959558,0.3924623279156003,0.0020852239196444966,0.5341563063765431,25
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA13_02.csv,37,0.6445993031358885,0.3903771039959558,0.3909616313691656,5.845273732097978e-4,0.14973403081954828,44
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA13_03.csv,14,0.24390243902439024,0.3903771039959558,0.392323719384843,0.001946615388887185,0.49864998970516883,27
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA15_01.csv,5,0.08710801393728224,0.3903771039959558,0.39100786511446983,6.307611185140116e-4,0.16157738557345258,42
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA15_02.csv,9,0.156794425087108,0.3903771039959558,0.39046389772700496,8.679373104913957e-5,0.02223330470991769,47
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA15_03.csv,11,0.1916376306620209,0.3903771039959558,0.38967303696198435,-7.040670339714672e-4,-0.18035561685471047,41
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA15_04.csv,11,0.1916376306620209,0.3903771039959558,0.3918635743349529,0.0014864703389970702,0.38077805377962903,33
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA21.csv,11,0.1916376306620209,0.3903771039959558,0.39127430240853434,8.971984125785148e-4,0.229828646043706,38
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA23.csv,24,0.4181184668989547,0.3903771039959558,0.39271664264453016,0.0023395386485743352,0.5993022194761055,24
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA24.csv,139,2.421602787456446,0.3903771039959558,0.38542197019824376,-0.0049551337977120635,-1.2693197800256795,13
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA25.csv,43,0.7491289198606271,0.3903771039959558,0.39212680774879766,0.0017497037528418358,0.4482086000771046,31
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA26.csv,459,7.996515679442509,0.3903771039959558,0.4666367048628181,0.07625960086686229,19.53485490984439,1
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA28_01.csv,84,1.4634146341463414,0.3903771039959558,0.38788633666642514,-0.0024907673295306854,-0.6380413461842038,21
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA28_02.csv,84,1.4634146341463414,0.3903771039959558,0.3894726348004907,-9.044691954651074e-4,-0.23169114843233363,37
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA31.csv,734,12.787456445993032,0.3903771039959558,0.3400839434486713,-0.0502931605472845,-12.883224972078667,2
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA32.csv,13,0.2264808362369338,0.3903771039959558,0.3895490803646118,-8.280236313440437e-4,-0.2121086566984287,39
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA14_01.csv,104,1.8118466898954704,0.3903771039959558,0.3838398995063184,-0.006537204489637405,-1.6745870653585126,10
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA14_02.csv,167,2.9094076655052263,0.3903771039959558,0.37953198612936123,-0.010845117866594589,-2.7781132027422717,6
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA18.csv,23,0.40069686411149824,0.3903771039959558,0.38907536047682745,-0.0013017435191283733,-0.3334579579087893,35
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA39_1.csv,37,0.6445993031358885,0.3903771039959558,0.3956168698686277,0.0052397658726718865,1.3422318622267726,12
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA39_2.csv,15,0.2613240418118467,0.3903771039959558,0.3923887347773149,0.002011630781359075,0.5153044993591482,26
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA17.csv,66,1.1498257839721255,0.3903771039959558,0.39326759264125793,0.002890488645302114,0.7404349834338797,20
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA34.csv,555,9.668989547038327,0.3903771039959558,0.37098453057196484,-0.019392573423990977,-4.967651336486134,4
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA41_01.csv,110,1.916376306620209,0.3903771039959558,0.38790093017764143,-0.0024761738183143867,-0.6343030349290291,22
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA41_02.csv,184,3.205574912891986,0.3903771039959558,0.4056273543625065,0.0152502503665507,3.9065432399715494,5
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA41_03.csv,129,2.2473867595818815,0.3903771039959558,0.40076272226853027,0.010385618272574448,2.6604066084475075,7
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA41_04.csv,104,1.8118466898954704,0.3903771039959558,0.38426121971032173,-0.006115884285634088,-1.5666606015135143,11
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA43.csv,13,0.2264808362369338,0.3903771039959558,0.39168483654456904,0.0013077325486132163,0.3349921230592301,34
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA45_01.csv,28,0.4878048780487805,0.3903771039959558,0.38858122243394555,-0.0017958815620102708,-0.4600376260870287,30
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA45_02.csv,11,0.1916376306620209,0.3903771039959558,0.3904253651822312,4.82611862753779e-5,0.012362709232016655,48
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,yang2023_gated_beta0_c3,se_beta0,NA,z_1.96,primary,power,MA47_1.csv,65,1.132404181184669,0.3903771039959558,0.3993663543241012,0.008989250328145404,2.302709415109172,9
