aggregation,role,verification_status,weighting,effect_estimator,se_source,se_method,crit_value_method,spec_role,metric,dropped_MA_model,dropped_k,dropped_pct_of_k,summary_all_48,summary_without,abs_change,pct_change,influence_rank
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA09.csv,1297,22.59581881533101,0.8220737046105893,0.7763948585980257,-0.045678846012563556,-5.556539000867488,1
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA20_cleaned.csv,29,0.5052264808362369,0.8220737046105893,0.8268561357215736,0.004782431110984309,0.5817521086201927,16
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA22_01.csv,92,1.602787456445993,0.8220737046105893,0.8361556938939166,0.014081989283327379,1.712983787749045,8
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA22_02.csv,92,1.602787456445993,0.8220737046105893,0.8391313446157928,0.01705764000520349,2.07495263618529,6
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA22_03.csv,92,1.602787456445993,0.8220737046105893,0.839141564954789,0.017067860344199715,2.0761958749531573,4
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA01_01.csv,22,0.3832752613240418,0.8220737046105893,0.8214542407765593,-6.194638340299985e-4,-0.07535380715326667,34
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA01_02.csv,14,0.24390243902439024,0.8220737046105893,0.8216799970268492,-3.937075837400217e-4,-0.04789200548952488,38
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA01_03.csv,16,0.2787456445993031,0.8220737046105893,0.8216236113210762,-4.5009328951306493e-4,-0.0547509653926026,36
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA05_01.csv,17,0.2961672473867596,0.8220737046105893,0.8262946649020092,0.0042209602914199396,0.5134527801761157,19
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA05_02.csv,16,0.2787456445993031,0.8220737046105893,0.8224925329205834,4.188283099941792e-4,0.05094778091614405,37
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA05_03.csv,4,0.06968641114982578,0.8220737046105893,0.8222286138699474,1.5490925935812694e-4,0.01884371905940263,45
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA06_01.csv,33,0.5749128919860628,0.8220737046105893,0.8267606956327332,0.0046869910221439826,0.5701424331975513,17
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA06_02.csv,13,0.2264808362369338,0.8220737046105893,0.8219390906299044,-1.3461398068481678e-4,-0.0163749284194159,46
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA08.csv,531,9.250871080139373,0.8220737046105893,0.805817785907792,-0.0162559187027973,-1.977428375536916,7
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA10.csv,32,0.5574912891986062,0.8220737046105893,0.8221740756277709,1.00371017181633e-4,0.012209491268078132,47
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA12.csv,70,1.2195121951219512,0.8220737046105893,0.8204142941155154,-0.0016594104950738986,-0.20185665661937024,28
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA13_01.csv,43,0.7491289198606271,0.8220737046105893,0.8220135358355262,-6.016877506309637e-5,-0.007319146048057057,48
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA13_02.csv,37,0.6445993031358885,0.8220737046105893,0.8271111243574636,0.005037419746874328,0.612769842730887,14
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA13_03.csv,14,0.24390243902439024,0.8220737046105893,0.8218067327620308,-2.66971848558506e-4,-0.03247541516790964,42
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA15_01.csv,5,0.08710801393728224,0.8220737046105893,0.8225873334423697,5.136288317804105e-4,0.06247965710370895,35
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA15_02.csv,9,0.156794425087108,0.8220737046105893,0.8218208060284276,-2.5289858216170913e-4,-0.030763492463425912,43
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA15_03.csv,11,0.1916376306620209,0.8220737046105893,0.821765249261629,-3.0845534896029037e-4,-0.037521617250413364,41
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA15_04.csv,11,0.1916376306620209,0.8220737046105893,0.8263847823562167,0.004311077745627445,0.5244149911922458,18
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA21.csv,11,0.1916376306620209,0.8220737046105893,0.8251420913163862,0.0030683867057968994,0.3732495868178143,21
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA23.csv,24,0.4181184668989547,0.8220737046105893,0.8218671576489914,-2.0654696159783104e-4,-0.02512511474815904,44
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA24.csv,139,2.421602787456446,0.8220737046105893,0.8180921790643513,-0.003981525546237985,-0.4843270772325714,20
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA25.csv,43,0.7491289198606271,0.8220737046105893,0.8208785103613676,-0.0011951942492216538,-0.1453877240590984,30
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA26.csv,459,7.996515679442509,0.8220737046105893,0.8101536004054742,-0.011920104205115023,-1.450004316919673,9
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA28_01.csv,84,1.4634146341463414,0.8220737046105893,0.8196851273464554,-0.0023885772641338843,-0.2905551230671377,25
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA28_02.csv,84,1.4634146341463414,0.8220737046105893,0.8196851273468915,-0.0023885772636977887,-0.29055512301409125,26
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA31.csv,734,12.787456445993032,0.8220737046105893,0.7987937069974068,-0.023279997613182446,-2.831862579062794,2
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA32.csv,13,0.2264808362369338,0.8220737046105893,0.8217179308066414,-3.557738039479119e-4,-0.043277604179836615,39
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA14_01.csv,104,1.8118466898954704,0.8220737046105893,0.8192684304332991,-0.0028052741772901513,-0.34124363321157425,24
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA14_02.csv,167,2.9094076655052263,0.8220737046105893,0.8172719020050296,-0.004801802605559624,-0.5841085268423973,15
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA18.csv,23,0.40069686411149824,0.8220737046105893,0.8214259821941372,-6.477224164520567e-4,-0.07879128268174496,33
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA39_1.csv,37,0.6445993031358885,0.8220737046105893,0.8305284854909165,0.00845478088032725,1.0284699331591263,10
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA39_2.csv,15,0.2613240418118467,0.8220737046105893,0.8279237764294957,0.005850071818906399,0.7116237614822607,12
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA17.csv,66,1.1498257839721255,0.8220737046105893,0.8295802772124693,0.007506572601880035,0.913126470264114,11
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA34.csv,555,9.668989547038327,0.8220737046105893,0.8050139719941725,-0.0170597326164168,-2.075207188934214,5
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA41_01.csv,110,1.916376306620209,0.8220737046105893,0.8204915797172352,-0.0015821248933540755,-0.19245535825811455,29
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA41_02.csv,184,3.205574912891986,0.8220737046105893,0.8428612583146902,0.020787553704100903,2.528672744002658,3
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA41_03.csv,129,2.2473867595818815,0.8220737046105893,0.8249885037079561,0.0029147990973668048,0.35456663812736267,23
meta_analysis_level,influence_check,two_derivations,k_effect_sizes,uncorrected_beta0,se_beta0,NA,z_1.96,reference_uncorrected,power,MA41_04.csv,104,1.8118466898954704,0.8220737046105893,0.8203914015685575,-0.001682303042031763,-0.2046413883082021,27
