aggregation,weighting,cluster_unit,crit_value_method,kish_effective_papers,largest_paper_weight_share,mean_distinct_papers_per_resample,effect_estimator,spec_role,metric,point_estimate,metric_lower_bound,limit_below_bound,ci_width_log,offset_used,summary_dominated_by_offset,candidate,method,log_ci_lower,log_ci_upper,ci_lower,ci_upper,se_log,df,n_cluster,B,seed,boot_bias_log
meta_analysis_level,k_effect_sizes,meta_analysis_model,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_FE_VCV,reported_sensitivity,power,0.47894781727745006,0,FALSE,0.5286094304976411,0,FALSE,TRUE,model_based,-1.0004683437201978,-0.4718589132225567,0.36770718748549447,0.6238415224991567,0.13138111672205666,47,48,NA,NA,NA
meta_analysis_level,k_effect_sizes,source_paper,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_FE_VCV,reported_sensitivity,power,0.47894781727745006,0,FALSE,2.6441849952644394,0,FALSE,TRUE,CR2_paper_cluster,-2.058256126103597,0.5859288691608424,0.12767642745850621,1.7966590720075082,0.38884811239574324,2.69037229779323,28,NA,NA,NA
meta_analysis_level,k_effect_sizes,source_paper,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_FE_VCV,reported_sensitivity,power,0.47894781727745006,0,FALSE,1.1100188304494,0,FALSE,TRUE,bootstrap_paper_percentile,-1.3125971307437583,-0.20257830029435828,0.2691202076137255,0.816622538309586,0.30955097609234655,NA,28,20000,20260815,0.03573344087878927
meta_analysis_level,k_effect_sizes,source_paper,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_FE_VCV,reported_sensitivity,power,0.47894781727745006,0,FALSE,1.2602305483120122,0,FALSE,TRUE,bootstrap_paper_bca,-1.5314522747838568,-0.27122172647184467,0.21622142626396693,0.7624474228846772,0.30955097609234655,NA,28,20000,20260815,0.03573344087878927
meta_analysis_level,k_effect_sizes,meta_analysis_model,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_FE_VCV,reported_sensitivity,power,0.47894781727745006,0,FALSE,1.0911367496143,0,FALSE,FALSE,bootstrap_model_percentile,-1.311914589506021,-0.22077783989172084,0.2693039559541067,0.8018948095405719,0.308150850697856,NA,48,20000,20260815,0.032496108715142746
meta_analysis_level,k_effect_sizes,meta_analysis_model,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_FE_VCV,reported_sensitivity,type_M,1.5257428525710341,1,FALSE,0.3602871365844591,0,FALSE,TRUE,model_based,0.24233783960446878,0.6026249761889279,1.2742246036432885,1.8269081020062268,0.08954612538882735,47,48,NA,NA,NA
meta_analysis_level,k_effect_sizes,source_paper,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_FE_VCV,reported_sensitivity,type_M,1.5257428525710341,1,TRUE,1.4088523483349227,0,FALSE,TRUE,CR2_paper_cluster,-0.28194476627076304,1.1269075820641596,0.754315347032128,3.086098223151287,0.20718277173324537,2.69037229779323,28,NA,NA,NA
meta_analysis_level,k_effect_sizes,source_paper,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_FE_VCV,reported_sensitivity,type_M,1.5257428525710341,1,FALSE,0.6316579533577439,0,FALSE,TRUE,bootstrap_paper_percentile,0.10890533951569739,0.7405632928734412,1.1150567935293967,2.0971164726142915,0.17121412049664325,NA,28,20000,20260815,-0.01693341815173277
meta_analysis_level,k_effect_sizes,source_paper,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_FE_VCV,reported_sensitivity,type_M,1.5257428525710341,1,FALSE,0.6983197899954015,0,FALSE,TRUE,bootstrap_paper_bca,0.14914252328967637,0.8474623132850778,1.1608384239306164,2.333717088315651,0.17121412049664325,NA,28,20000,20260815,-0.01693341815173277
meta_analysis_level,k_effect_sizes,meta_analysis_model,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_FE_VCV,reported_sensitivity,type_M,1.5257428525710341,1,FALSE,0.6226248128641195,0,FALSE,FALSE,bootstrap_model_percentile,0.1214368633551637,0.7440616762192832,1.1291180749477685,2.1044658379094057,0.17026703773191149,NA,48,20000,20260815,-0.01472580319998007
meta_analysis_level,k_effect_sizes,meta_analysis_model,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_FE_VCV,reported_sensitivity,type_S,0.00562135507422323,0,FALSE,0.25257321241663533,0.025,TRUE,TRUE,model_based,-3.6123442413933136,-3.3597710289766782,0.0019885050803867474,0.009743213223139362,0.06277479890991636,47,48,NA,NA,NA
meta_analysis_level,k_effect_sizes,source_paper,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_FE_VCV,reported_sensitivity,type_S,0.00562135507422323,0,TRUE,0.7830878191840469,0.025,TRUE,TRUE,CR2_paper_cluster,-3.8776015447770193,-3.0945137255929724,-0.004299585293416369,0.020297033893888025,0.11515919683197627,2.69037229779323,28,NA,NA,NA
meta_analysis_level,k_effect_sizes,source_paper,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_FE_VCV,reported_sensitivity,type_S,0.00562135507422323,0,FALSE,0.35961372041584694,0.025,TRUE,TRUE,bootstrap_paper_percentile,-3.664007089522248,-3.304393369106401,6.296065590404402e-4,0.011721481466096965,0.09735118605049446,NA,28,20000,20260815,-0.009207267852706646
meta_analysis_level,k_effect_sizes,source_paper,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_FE_VCV,reported_sensitivity,type_S,0.00562135507422323,0,FALSE,0.40255692247280317,0.025,TRUE,TRUE,bootstrap_paper_bca,-3.6464010321052673,-3.243844109632464,0.0010848385448492398,0.014013633788104989,0.09735118605049446,NA,28,20000,20260815,-0.009207267852706646
meta_analysis_level,k_effect_sizes,meta_analysis_model,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_FE_VCV,reported_sensitivity,type_S,0.00562135507422323,0,FALSE,0.3670192197069282,0.025,TRUE,FALSE,bootstrap_model_percentile,-3.663373979032796,-3.296354759325868,6.458380694210619e-4,0.01201786076896516,0.09991084017554204,NA,48,20000,20260815,-0.008263690182593209
meta_analysis_level,k_effect_sizes,meta_analysis_model,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_UWLS,supplementary,power,0.3826850291624545,0,FALSE,0.7314829121597195,0,FALSE,TRUE,model_based,-1.3262844623856973,-0.5948015502259778,0.2654617643587782,0.5516720341960085,0.1818034948263657,47,48,NA,NA,NA
meta_analysis_level,k_effect_sizes,source_paper,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_UWLS,supplementary,power,0.3826850291624545,0,FALSE,3.878755009502064,0,FALSE,TRUE,CR2_paper_cluster,-2.8999205110568695,0.9788344984451942,0.055027593967853644,2.6613526230243942,0.5704013019480787,2.69037229779323,28,NA,NA,NA
meta_analysis_level,k_effect_sizes,source_paper,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_UWLS,supplementary,power,0.3826850291624545,0,FALSE,1.6242764983102729,0,FALSE,TRUE,bootstrap_paper_percentile,-1.7944275746483718,-0.17015107633809884,0.16622257513490807,0.8435373684327528,0.45335864802040016,NA,28,20000,20260815,0.05692517290618315
meta_analysis_level,k_effect_sizes,source_paper,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_UWLS,supplementary,power,0.3826850291624545,0,FALSE,1.8453357460908968,0,FALSE,TRUE,bootstrap_paper_bca,-2.118765835439747,-0.2734300893488501,0.12017985874491059,0.7607655201096704,0.45335864802040016,NA,28,20000,20260815,0.05692517290618315
meta_analysis_level,k_effect_sizes,meta_analysis_model,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_UWLS,supplementary,power,0.3826850291624545,0,FALSE,1.5838050157200165,0,FALSE,FALSE,bootstrap_model_percentile,-1.8005319565848061,-0.21672694086478955,0.1652109797733479,0.8051497927973653,0.4511225616137437,NA,48,20000,20260815,0.04931868432653519
meta_analysis_level,k_effect_sizes,meta_analysis_model,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_UWLS,supplementary,type_M,2.0112554553950255,1,FALSE,0.568349998200866,0,FALSE,TRUE,model_based,0.41458413266038174,0.9829341308612477,1.5137410942946816,2.6722855857600027,0.14125827717888562,47,48,NA,NA,NA
meta_analysis_level,k_effect_sizes,source_paper,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_UWLS,supplementary,type_M,2.0112554553950255,1,TRUE,2.9650986266184396,0,FALSE,TRUE,CR2_paper_cluster,-0.7837901815484051,2.1813084450700346,0.45667185775388736,8.857888740401187,0.43604097523157015,2.69037229779323,28,NA,NA,NA
meta_analysis_level,k_effect_sizes,source_paper,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_UWLS,supplementary,type_M,2.0112554553950255,1,FALSE,1.2399501504461983,0,FALSE,TRUE,bootstrap_paper_percentile,0.0945140520343827,1.334464202480581,1.0991246079612562,3.797960463369456,0.34658433519326004,NA,28,20000,20260815,-0.04655861799373606
meta_analysis_level,k_effect_sizes,source_paper,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_UWLS,supplementary,type_M,2.0112554553950255,1,FALSE,1.4106654323376857,0,FALSE,TRUE,bootstrap_paper_bca,0.16932599517409017,1.579991427511776,1.1845062193015523,4.854914192364302,0.34658433519326004,NA,28,20000,20260815,-0.04655861799373606
meta_analysis_level,k_effect_sizes,meta_analysis_model,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_UWLS,supplementary,type_M,2.0112554553950255,1,FALSE,1.223254971303013,0,FALSE,FALSE,bootstrap_model_percentile,0.11918980079080102,1.342444772093814,1.1265837244792287,3.828391618700552,0.3485479691635281,NA,48,20000,20260815,-0.04049691072850681
meta_analysis_level,k_effect_sizes,meta_analysis_model,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_UWLS,supplementary,type_S,0.02303523337151371,0,FALSE,0.5921755807180604,0.025,TRUE,TRUE,model_based,-3.3319082991272886,-2.739732718409228,0.010724866247240707,0.03958760766484328,0.14717991129486355,47,48,NA,NA,NA
meta_analysis_level,k_effect_sizes,source_paper,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_UWLS,supplementary,type_S,0.02303523337151371,0,TRUE,3.2323115506543347,0.025,TRUE,TRUE,CR2_paper_cluster,-4.651976284095426,-1.419664733441091,-0.015457275851204462,0.21679506911001065,0.4753367284807537,2.69037229779323,28,NA,NA,NA
meta_analysis_level,k_effect_sizes,source_paper,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_UWLS,supplementary,type_S,0.02303523337151371,0,FALSE,1.2894781222655105,0.025,TRUE,TRUE,bootstrap_paper_percentile,-3.6410655829591945,-2.351587460693684,0.0012243848143623746,0.07021788752222574,0.37428718614411793,NA,28,20000,20260815,-0.054279627815322584
meta_analysis_level,k_effect_sizes,source_paper,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_UWLS,supplementary,type_S,0.02303523337151371,0,FALSE,1.531283441706078,0.025,TRUE,TRUE,bootstrap_paper_bca,-3.5906475952897585,-2.0593641535836804,0.0025804636603021652,0.10253503681514817,0.37428718614411793,NA,28,20000,20260815,-0.054279627815322584
meta_analysis_level,k_effect_sizes,meta_analysis_model,z_1.96,9.30141956494981,0.2259581881533101,17.8904,yang2024_UWLS,supplementary,type_S,0.02303523337151371,0,FALSE,1.2956326926723132,0.025,TRUE,FALSE,bootstrap_model_percentile,-3.640599181001624,-2.3449664883293106,0.001236618771524891,0.0708504141841933,0.37832510355630067,NA,48,20000,20260815,-0.05039425050667612
