aggregation,weighting,se_source,crit_value_method,clustering_unit,metric,scenario,grouping,geometric_mean,ci_lower,ci_upper,raw_median,raw_q1,raw_q3,raw_min,raw_max,arithmetic_mean_unweighted,arithmetic_mean_kweighted,n_unit,summary_dominated_by_offset,scenario_family,convention_status,verification_status
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,power,uncorrected pooled mean,Zr,0.6339587932392766,0.42529395454653074,0.9450022677936473,0.9072582284218831,0.4335951488460971,0.995321996288108,0.16340011929302722,1,0.7207406671796849,0.7207406671796849,11,FALSE,baseline,NA,single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_M,uncorrected pooled mean,Zr,1.1543389299573954,1.0019090935492292,1.3299593484024124,1.0557295363775228,1.0029483834374289,1.5130500572401997,1,2.5552998125782387,1.3183185819076622,1.1800399803146675,11,FALSE,baseline,NA,single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_M,uncorrected pooled mean,Zr,1.2584842254193929,1.0274928526124547,1.5414049271511707,1.0557295363775228,1.0029483834374289,1.5130500572401997,1,2.5552998125782387,1.3183185819076622,1.3183185819076622,11,FALSE,baseline,NA,single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_S,uncorrected pooled mean,Zr,1.6463939361134258e-4,-4.387795057265685e-4,7.828830598277207e-4,8.660375753074583e-8,8.805707546862713e-11,2.384243948031793e-4,7.970070141940813e-93,0.010288665249869513,0.001017038050731028,1.8133283175107137e-4,11,TRUE,baseline,NA,single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_S,uncorrected pooled mean,Zr,8.796307078106358e-4,-8.511122900104473e-4,0.0027344154983834287,8.660375753074583e-8,8.805707546862713e-11,2.384243948031793e-4,7.970070141940813e-93,0.010288665249869513,0.001017038050731028,0.001017038050731028,11,TRUE,baseline,NA,single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,power,small (d = 0.2),SMD,0.6756959304806279,0.5174351173472368,0.8823618172820944,0.21205443750779746,0.1002242408037966,0.47352638593609053,0.060123575681757524,0.9951064307287162,0.3388672117531247,0.7997831542298817,32,FALSE,external,Cohen convention,single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,power,small (d = 0.2),SMD,0.2198313642131729,0.15680379850084675,0.3081929720698936,0.21205443750779746,0.1002242408037966,0.47352638593609053,0.060123575681757524,0.9951064307287162,0.3388672117531247,0.33886721175312473,32,FALSE,external,Cohen convention,single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_M,small (d = 0.2),SMD,1.243959323584641,1.063960962122207,1.454409375741192,2.182029842029511,1.468698202652727,3.705939858647246,1.0031376303442225,7.966818804768093,2.851886508388718,1.4121690966291025,32,FALSE,external,Cohen convention,single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_M,small (d = 0.2),SMD,2.383753921620522,1.9151860711003963,2.9669611974445824,2.182029842029511,1.468698202652727,3.705939858647246,1.0031376303442225,7.966818804768093,2.851886508388718,2.851886508388719,32,FALSE,external,Cohen convention,single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_S,small (d = 0.2),SMD,0.003073843605434449,-4.438605887002525e-4,0.0070954642576968804,0.004304203062835466,2.0787455114825164e-4,0.04472168379460503,3.95109301603394e-11,0.19998790971036506,0.033117681970411095,0.006233976365353526,32,TRUE,external,Cohen convention,single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_S,small (d = 0.2),SMD,0.019604492223183896,0.009942831967126066,0.031937592475613744,0.004304203062835466,2.0787455114825164e-4,0.04472168379460503,3.95109301603394e-11,0.19998790971036506,0.033117681970411095,0.0331176819704111,32,TRUE,external,Cohen convention,single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,power,medium (d = 0.5),SMD,0.892303177489575,0.7840217714098072,1.0155393505543566,0.8247374943570709,0.3725393827990889,0.9932427491041786,0.11488493210777184,1,0.6669721334439349,0.9315237103448581,32,FALSE,external,Cohen convention,single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,power,medium (d = 0.5),SMD,0.5656163996437398,0.44702189975966,0.7156739115420336,0.8247374943570709,0.3725393827990889,0.9932427491041786,0.11488493210777184,1,0.6669721334439349,0.6669721334439347,32,FALSE,external,Cohen convention,single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_M,medium (d = 0.5),SMD,1.0593206508403084,0.9917767993029536,1.1314645009697923,1.1081313402984585,1.004257865371255,1.6218694068288144,1,3.29125233812254,1.4264117478740477,1.081194566098436,32,FALSE,external,Cohen convention,single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_M,medium (d = 0.5),SMD,1.3374856300747104,1.1823983480866607,1.5129146734271612,1.1081313402984585,1.004257865371255,1.6218694068288144,1,3.29125233812254,1.4264117478740477,1.426411747874048,32,FALSE,external,Cohen convention,single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_S,medium (d = 0.5),SMD,2.4016644258240474e-4,-0.00033653510060719857,8.303528984261732e-4,7.383134975171358e-7,1.236177436645006e-10,4.3911141629190595e-4,9.092709154329451e-41,0.03009094114767952,0.002265517271781204,3.0246855201159834e-4,32,TRUE,external,Cohen convention,single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_S,medium (d = 0.5),SMD,0.001684850402563911,-8.144391331515663e-5,0.0035763444129779977,7.383134975171358e-7,1.236177436645006e-10,4.3911141629190595e-4,9.092709154329451e-41,0.03009094114767952,0.002265517271781204,0.0022655172717812038,32,TRUE,external,Cohen convention,single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,power,large (d = 0.8),SMD,0.9579961739486832,0.8980145038648081,1.0219842389522025,0.9961935996603042,0.7436258170217948,0.9999997369879026,0.22018416695441456,1,0.8429891621488868,0.9692749534720589,32,FALSE,external,Cohen convention,single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,power,large (d = 0.8),SMD,0.7942027389817172,0.6870952980649786,0.9180065594720614,0.9961935996603042,0.7436258170217948,0.9999997369879026,0.22018416695441456,1,0.8429891621488868,0.8429891621488865,32,FALSE,external,Cohen convention,single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_M,large (d = 0.8),SMD,1.0218680569239043,0.989558033384273,1.0552330338729492,1.0024572559575735,1.0000001956653701,1.165710360196512,1,2.135663690543521,1.149014343204078,1.0265142249382173,32,FALSE,external,Cohen convention,single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_M,large (d = 0.8),SMD,1.1235433762653493,1.045313799686983,1.2076275265166767,1.0024572559575735,1.0000001956653701,1.165710360196512,1,2.135663690543521,1.149014343204078,1.1490143432040782,32,FALSE,external,Cohen convention,single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_S,large (d = 0.8),SMD,2.2728245492986687e-5,-6.194526707270498e-5,1.076892545698177e-4,2.2526463347483827e-11,2.486766128871096e-19,3.2586115835621044e-6,1.9018893093145018e-90,0.003764387014084474,2.332159593536941e-4,2.38442034744045e-5,32,TRUE,external,Cohen convention,single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_S,large (d = 0.8),SMD,2.20199242199879e-4,-6.928622092009645e-5,5.130460945725022e-4,2.2526463347483827e-11,2.486766128871096e-19,3.2586115835621044e-6,1.9018893093145018e-90,0.003764387014084474,2.332159593536941e-4,2.3321595935369408e-4,32,TRUE,external,Cohen convention,single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,power,small (r = 0.1),Zr,0.4812652107969347,0.30346856715133036,0.7632296329653085,0.27921802355487035,0.24616552266651232,0.5639390909337425,0.08893958238898603,0.922016349627972,0.4109842748114779,0.5820105280824166,11,FALSE,external,"Cohen convention, atanh-transformed to the analysis scale",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,power,small (r = 0.1),Zr,0.33541264653496067,0.21081016621065185,0.5336632738250835,0.27921802355487035,0.24616552266651232,0.5639390909337425,0.08893958238898603,0.922016349627972,0.4109842748114779,0.4109842748114778,11,FALSE,external,"Cohen convention, atanh-transformed to the analysis scale",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_M,small (r = 0.1),Zr,1.4475719867105274,1.1450818600237704,1.8299693060071394,1.8768406708620808,1.3325194370129763,2.0169486924982727,1.0468083288110501,4.172940580255005,1.8988086493692855,1.5338060173573977,11,FALSE,external,"Cohen convention, atanh-transformed to the analysis scale",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_M,small (r = 0.1),Zr,1.7604938495109734,1.3538236936615022,2.289322168519305,1.8768406708620808,1.3325194370129763,2.0169486924982727,1.0468083288110501,4.172940580255005,1.8988086493692855,1.8988086493692855,11,FALSE,external,"Cohen convention, atanh-transformed to the analysis scale",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_S,small (r = 0.1),Zr,0.0016508367441841025,-8.635594277719393e-4,0.004427168311735369,0.0015358080405778376,4.6739043743189397e-05,0.002690668996698767,5.076849862407477e-8,0.0628480392430007,0.007230852009553245,0.0020068807689484526,11,TRUE,external,"Cohen convention, atanh-transformed to the analysis scale",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_S,small (r = 0.1),Zr,0.004636787888123866,-0.0018654661931442919,0.012966582930033263,0.0015358080405778376,4.6739043743189397e-05,0.002690668996698767,5.076849862407477e-8,0.0628480392430007,0.007230852009553245,0.007230852009553246,11,TRUE,external,"Cohen convention, atanh-transformed to the analysis scale",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,power,medium (r = 0.3),Zr,0.9743529175263806,0.918028022818337,1.0341335823035478,0.9886112511389314,0.971618609980578,0.9999936303881197,0.42876067469850765,1,0.9309802230581836,0.9771957150432338,11,FALSE,external,"Cohen convention, atanh-transformed to the analysis scale",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,power,medium (r = 0.3),Zr,0.9096325032027787,0.7681745883615065,1.0771396286980013,0.9886112511389314,0.971618609980578,0.9999936303881197,0.42876067469850765,1,0.9309802230581836,0.9309802230581837,11,FALSE,external,"Cohen convention, atanh-transformed to the analysis scale",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_M,medium (r = 0.3),Zr,1.0142188800180736,0.9843756757267224,1.0449668373060061,1.0071255862923543,1.000004575908917,1.0172684830622325,1,1.5143417893834927,1.0571384135193655,1.0152341011154533,11,FALSE,external,"Cohen convention, atanh-transformed to the analysis scale",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_M,medium (r = 0.3),Zr,1.0490609010768956,0.965799096970325,1.1395007280712781,1.0071255862923543,1.000004575908917,1.0172684830622325,1,1.5143417893834927,1.0571384135193655,1.0571384135193655,11,FALSE,external,"Cohen convention, atanh-transformed to the analysis scale",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_S,medium (r = 0.3),Zr,1.820620135577905e-6,-1.1941462297531541e-5,1.5590281985576604e-5,2.9092532366920666e-10,1.0152530090145223e-16,4.622920675147897e-9,1.6183885759403576e-35,2.1445602604788016e-4,1.9508277041246877e-5,1.8282750035362834e-6,11,TRUE,external,"Cohen convention, atanh-transformed to the analysis scale",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_S,medium (r = 0.3),Zr,1.943268013515284e-5,-2.381533071725908e-5,6.275557794357609e-5,2.9092532366920666e-10,1.0152530090145223e-16,4.622920675147897e-9,1.6183885759403576e-35,2.1445602604788016e-4,1.9508277041246877e-5,1.9508277041246877e-5,11,TRUE,external,"Cohen convention, atanh-transformed to the analysis scale",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,power,large (r = 0.5),Zr,0.9989549237267066,0.9911053481773165,1.0068666680822875,0.9999999864848659,0.9999987986253741,1,0.8848072875855055,1,0.9895197242990211,0.9990150989759348,11,FALSE,external,"Cohen convention, atanh-transformed to the analysis scale",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,power,large (r = 0.5),Zr,0.9889275975077952,0.9647150673392767,1.0137478165546252,0.9999999864848659,0.9999987986253741,1,0.8848072875855055,1,0.9895197242990211,0.9895197242990211,11,FALSE,external,"Cohen convention, atanh-transformed to the analysis scale",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_M,large (r = 0.5),Zr,1.0005762383303367,0.9962510036373065,1.004920251077373,1.000000010297579,1,1.0000008785711076,1,1.069519149741617,1.0063256657040203,1.0005955737441414,11,FALSE,external,"Cohen convention, atanh-transformed to the analysis scale",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_M,large (r = 0.5),Zr,1.0061344048494951,0.9925312138548579,1.0199240351244832,1.000000010297579,1,1.0000008785711076,1,1.069519149741617,1.0063256657040203,1.00632566570402,11,FALSE,external,"Cohen convention, atanh-transformed to the analysis scale",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_S,large (r = 0.5),Zr,1.4630412853433583e-9,-9.709019879733383e-9,1.2635107442954263e-8,1.27646117678421e-21,8.425696312468841e-39,4.9125175540580145e-18,2.575554961598144e-93,1.7330434433068469e-7,1.5754941167547242e-8,1.4630463179024302e-9,11,TRUE,external,"Cohen convention, atanh-transformed to the analysis scale",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_S,large (r = 0.5),Zr,1.5754891481700728e-8,-1.9349178953520507e-8,5.0859011210824256e-8,1.27646117678421e-21,8.425696312468841e-39,4.9125175540580145e-18,2.575554961598144e-93,1.7330434433068469e-7,1.5754941167547242e-8,1.575494116754724e-8,11,TRUE,external,"Cohen convention, atanh-transformed to the analysis scale",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,power,10% change,lnRR,0.6892633287891637,0.4949787251482759,0.9598067801221207,0.6987220474086626,0.6878610224281624,0.7242189867110488,0.12725308517333234,0.9238816228273298,0.6323873529097072,0.7021481305243344,5,FALSE,external,"reference value, not a convention",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,power,10% change,lnRR,0.527705888885751,0.19444954049176214,1.4321119219949923,0.6987220474086626,0.6878610224281624,0.7242189867110488,0.12725308517333234,0.9238816228273298,0.6323873529097072,0.6323873529097072,5,FALSE,external,"reference value, not a convention",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_M,10% change,lnRR,1.2109856860033956,1.0123769658220743,1.448557583996681,1.2009809251187176,1.180551809233054,1.2099886993845905,1.0456876345172779,3.0386337406873345,1.535168561788195,1.2246726763591274,5,FALSE,external,"reference value, not a convention",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_M,10% change,lnRR,1.403771951708952,0.8171898695827539,2.411404944864172,1.2009809251187176,1.180551809233054,1.2099886993845905,1.0456876345172779,3.0386337406873345,1.535168561788195,1.5351685617881947,5,FALSE,external,"reference value, not a convention",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_S,10% change,lnRR,2.956569829750469e-4,-0.002514321256048193,0.0034567910751836413,6.418161942718422e-6,4.3643827729051825e-6,7.523994207796781e-6,4.718055006953843e-8,0.02224506273233619,0.004452683290361936,4.0857006652327487e-4,5,TRUE,external,"reference value, not a convention",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_S,10% change,lnRR,0.003397954052456166,-0.005054712912591342,0.015432799529594872,6.418161942718422e-6,4.3643827729051825e-6,7.523994207796781e-6,4.718055006953843e-8,0.02224506273233619,0.004452683290361936,0.0044526832903619366,5,TRUE,external,"reference value, not a convention",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,power,25% change,lnRR,0.9864375273322691,0.8583864135324081,1.1335908630299676,0.999940430378075,0.9999201459740845,0.9999712413495917,0.47173975334221685,0.9999999988888291,0.8943143139865595,0.9903827706484631,5,FALSE,external,"reference value, not a convention",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,power,25% change,lnRR,0.860450490383617,0.5669523932191907,1.3058857414773606,0.999940430378075,0.9999201459740845,0.9999712413495917,0.47173975334221685,0.9999999988888291,0.8943143139865595,0.8943143139865594,5,FALSE,external,"reference value, not a convention",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_M,25% change,lnRR,1.0067445899526808,0.9402538988634309,1.0779372152821078,1.000041858271726,1.0000204172015965,1.0000558635848478,1.0000000008591459,1.4465994489208946,1.0893435177676423,1.0081227790939633,5,FALSE,external,"reference value, not a convention",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_M,25% change,lnRR,1.0766633266204555,0.8770965326133021,1.3216377853365657,1.000041858271726,1.0000204172015965,1.0000558635848478,1.0000000008591459,1.4465994489208946,1.0893435177676423,1.0893435177676423,5,FALSE,external,"reference value, not a convention",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_S,25% change,lnRR,2.2710719931769152e-6,-2.0938836360857166e-5,2.5502546403769616e-5,3.9927048058793664e-15,9.891680257203213e-16,7.053441273375806e-15,2.069157147674981e-23,1.2576673960445732e-4,2.5153347923298527e-5,2.2766763136377782e-6,5,TRUE,external,"reference value, not a convention",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_S,25% change,lnRR,2.5102884891676364e-5,-4.453181443865237e-5,9.493188998756577e-5,3.9927048058793664e-15,9.891680257203213e-16,7.053441273375806e-15,2.069157147674981e-23,1.2576673960445732e-4,2.5153347923298527e-5,2.515334792329853e-5,5,TRUE,external,"reference value, not a convention",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,power,50% change,lnRR,0.9986780545808202,0.9852622359319592,1.0122765496618584,1,1,1,0.9295316710768337,1,0.9859063342153668,0.9987243560931511,5,FALSE,external,"reference value, not a convention",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,power,50% change,lnRR,0.9854913991426456,0.9463031644918255,1.0263024939852865,1,1,1,0.9295316710768337,1,0.9859063342153668,0.9859063342153668,5,FALSE,external,"reference value, not a convention",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_M,50% change,lnRR,1.0007502807203554,0.9931058163442529,1.008453588610045,1,1,1,1,1.0423012420067577,1.0084602484013516,1.000765752820347,5,FALSE,external,"reference value, not a convention",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_M,50% change,lnRR,1.0083206258504145,0.9853878293572106,1.031787134187149,1,1,1,1,1.0423012420067577,1.0084602484013516,1.0084602484013516,5,FALSE,external,"reference value, not a convention",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,k_effect_sizes,se_beta0,z_1.96,NA,type_S,50% change,lnRR,6.775726299479423e-10,-6.249986223005877e-9,7.605133401505926e-9,3.161992065114153e-36,5.500331884223385e-38,1.64395195615776e-35,1.1544015618062874e-60,3.7430071221150215e-8,7.486014244230043e-9,6.775730745401725e-10,5,TRUE,external,"reference value, not a convention",single_derivation_migrated_from_audit_pipeline
meta_analysis_level,equal_per_meta_analysis,se_beta0,z_1.96,NA,type_S,50% change,lnRR,7.48600976693825e-9,-1.3298479865919699e-8,2.8270516681111468e-8,3.161992065114153e-36,5.500331884223385e-38,1.64395195615776e-35,1.1544015618062874e-60,3.7430071221150215e-8,7.486014244230043e-9,7.486014244230043e-9,5,TRUE,external,"reference value, not a convention",single_derivation_migrated_from_audit_pipeline
