obs_ID,study_ID,year,es,var,meta_ID,research_aim
obs_091,Dupjan2013,2013,-0.489206561,0.137606959,ma26_01,animal
obs_092,Dupjan2013,2013,1.081191823,0.1542079,ma26_01,animal
obs_093,Dupjan2013,2013,-0.115110516,0.133569948,ma26_01,animal
obs_094,Dupjan2013,2013,0.023272779,0.133343005,ma26_01,animal
obs_095,Guldimann2015,2015,-0.565036414,0.293975538,ma26_01,animal
obs_096,Guldimann2015,2015,-0.541142688,0.293094514,ma26_01,animal
obs_097,Guldimann2015,2015,0.361914637,0.287699407,ma26_01,animal
obs_098,Guldimann2015,2015,0.458207013,0.290331789,ma26_01,animal
obs_099,Guldimann2015,2015,-0.120733355,0.283819218,ma26_01,animal
obs_100,Harding2004,2004,1.1380572,0.542512442,ma26_01,animal
obs_101,Harding2004,2004,0.294746622,0.456205398,ma26_01,animal
obs_102,Harding2004,2004,0.109409801,0.450855036,ma26_01,animal
obs_103,Harding2004,2004,-0.29225842,0.45610107,ma26_01,animal
obs_104,Harding2004,2004,1.307387647,0.572090176,ma26_01,animal
obs_105,Kasbaoui2016,2016,1.194530403,0.370565398,ma26_01,animal
obs_106,Kasbaoui2016,2016,0.443251694,0.319297447,ma26_01,animal
obs_107,Kasbaoui2016,2016,0.475502454,0.320532052,ma26_01,animal
obs_108,Kasbaoui2016,2016,0.496368981,0.321377035,ma26_01,animal
obs_109,Kasbaoui2016,2016,0.737166479,0.333753379,ma26_01,animal
obs_110,Lockener2015,2015,0.163125685,0.310733354,ma26_01,animal
obs_111,Lockener2015,2015,-0.192330428,0.311205218,ma26_01,animal
obs_112,Lockener2015,2015,0.26400817,0.312692006,ma26_01,animal
obs_113,Lockener2015,2015,0.263951888,0.312690655,ma26_01,animal
obs_114,Lockener2015,2015,-0.36329633,0.315523092,ma26_01,animal
obs_115,Lalot2017,2017,0.336245626,0.050445576,ma26_01,animal
obs_116,Lalot2017,2017,0.795540336,0.063441158,ma26_01,animal
obs_117,Lalot2017,2017,0.118504302,0.047970129,ma26_01,animal
obs_118,Lalot2017,2017,-0.010129454,0.047621613,ma26_01,animal
obs_119,Lalot2017,2017,0.104879374,0.04789404,ma26_01,animal
obs_120,Mueller2012,2012,0.13119321,0.042040833,ma26_01,animal
obs_121,Mueller2012,2012,0.028961602,0.041684901,ma26_01,animal
obs_122,Mueller2012,2012,0.17517461,0.042333757,ma26_01,animal
obs_123,Mueller2012,2012,0.193501688,0.042480643,ma26_01,animal
obs_124,Mueller2012,2012,0.178157,0.042356665,ma26_01,animal
obs_125,Perry2016,2016,0.835718166,0.182539959,ma26_01,animal
obs_126,Perry2016,2016,1.569121463,0.222624443,ma26_01,animal
obs_127,Perry2016,2016,0.810347329,0.181590821,ma26_01,animal
obs_128,Perry2016,2016,-0.32913363,0.169128688,ma26_01,animal
obs_129,Perry2016,2016,0,0.166666667,ma26_01,animal
obs_130,Richter2012,2012,0.558775324,0.348944826,ma26_01,animal
obs_131,Richter2012,2012,0.22396492,0.335841348,ma26_01,animal
obs_132,Richter2012,2012,0.477733124,0.34474478,ma26_01,animal
obs_133,Richter2012,2012,0.213332828,0.335608878,ma26_01,animal
obs_134,Richter2012,2012,0.232993343,0.336047628,ma26_01,animal
obs_135,Richter2012,2012,-0.201802448,0.368929124,ma26_01,animal
obs_136,Richter2012,2012,0.03256847,0.366725595,ma26_01,animal
obs_137,Richter2012,2012,1.098573923,0.433714704,ma26_01,animal
obs_138,Richter2012,2012,0.285962862,0.371209709,ma26_01,animal
obs_139,Richter2012,2012,1.47557423,0.487628851,ma26_01,animal
obs_140,Scollo2014,2014,-0.174840712,0.100402227,ma26_01,animal
obs_141,Scollo2014,2014,-0.19007544,0.100475377,ma26_01,animal
obs_142,Scollo2014,2014,0.264164316,0.100918195,ma26_01,animal
obs_143,Scollo2014,2014,0.108525624,0.100154971,ma26_01,animal
obs_144,Scollo2014,2014,-0.16641993,0.100364416,ma26_01,animal
obs_145,Seehuus2013,2013,0.228218946,0.046694638,ma26_01,animal
obs_146,Seehuus2013,2013,0.062833238,0.045548546,ma26_01,animal
obs_147,Seehuus2013,2013,0.643956242,0.05532787,ma26_01,animal
obs_148,Seehuus2013,2013,-0.110620567,0.0457459,ma26_01,animal
obs_149,Seehuus2013,2013,0.096183572,0.045674814,ma26_01,animal
obs_150,Seehuus2013,2013,0.207645461,0.046481132,ma26_01,animal
obs_151,Seehuus2013,2013,0.002329506,0.045454675,ma26_01,animal
obs_152,Seehuus2013,2013,0.367435542,0.048669043,ma26_01,animal
obs_153,Seehuus2013,2013,0.464746323,0.050597144,ma26_01,animal
obs_154,Seehuus2013,2013,0.337588456,0.048168021,ma26_01,animal
obs_155,Seehuus2013,2013,0.125486744,0.045829472,ma26_01,animal
obs_156,Seehuus2013,2013,0.412363113,0.049503196,ma26_01,animal
obs_157,Seehuus2013,2013,-0.563559962,0.053016446,ma26_01,animal
obs_158,Seehuus2013,2013,0.163642312,0.046092136,ma26_01,animal
obs_159,Seehuus2013,2013,0.012811812,0.045458454,ma26_01,animal
obs_160,Walker2014,2014,0.522350545,0.09573561,ma26_01,animal
obs_161,Walker2014,2014,0.650539937,0.102569797,ma26_01,animal
obs_162,Walker2014,2014,0.113749863,0.083921471,ma26_01,animal
obs_163,Walker2014,2014,-0.13697029,0.0841861,ma26_01,animal
obs_164,Walker2014,2014,0.045346221,0.083426801,ma26_01,animal
obs_165,Wheeler2015,2015,0.389740636,0.226969027,ma26_01,animal
obs_166,Wheeler2015,2015,0.147117407,0.222898583,ma26_01,animal
obs_167,Wheeler2015,2015,-0.689107359,0.237061877,ma26_01,animal
obs_168,Zidar2018,2018,-0.057426167,0.062771693,ma26_01,animal
obs_169,Zidar2018,2018,0.088683972,0.062808524,ma26_01,animal
obs_170,Zidar2018,2018,-0.399951576,0.064035108,ma26_01,animal
obs_171,Zidar2018,2018,0.376717767,0.063889584,ma26_01,animal
obs_172,Zidar2018,2018,0.071739595,0.062786603,ma26_01,animal
obs_173,Zidar2018,2018,0.294436597,0.063260231,ma26_01,animal
obs_174,Zidar2018,2018,0.615797546,0.065619213,ma26_01,animal
obs_175,Zidar2018,2018,0.873668817,0.068716717,ma26_01,animal
obs_176,Zidar2018,2018,0.722966236,0.066776258,ma26_01,animal
obs_177,Zidar2018,2018,0.664429632,0.06612131,ma26_01,animal
obs_178,Zidar2018,2018,0.043161397,0.062576118,ma26_01,animal
obs_179,Zidar2018,2018,0.017002461,0.062563426,ma26_01,animal
obs_180,Zidar2018,2018,-0.364026726,0.063629768,ma26_01,animal
obs_181,Zidar2018,2018,-0.27007543,0.063149327,ma26_01,animal
obs_182,Zidar2018,2018,0.137322675,0.062713172,ma26_01,animal
obs_183,Wheeler2015,2015,1.130183398,0.262138301,ma26_01,animal
obs_184,Wheeler2015,2015,1.854591535,0.329706902,ma26_01,animal
obs_185,Wheeler2015,2015,1.42298417,0.285499846,ma26_01,animal
obs_186,Duranton2019,2019,0.59939727,0.119959838,ma26_01,animal
obs_187,Gott2019,2019,2.26135962,0.432633833,ma26_01,animal
obs_188,Gott2019,2019,1.300340659,0.31038878,ma26_01,animal
obs_189,Gott2019,2019,0.639409086,0.264601571,ma26_01,animal
obs_190,Gott2019,2019,0.593428354,0.262577043,ma26_01,animal
obs_191,Gott2019,2019,1.847130531,0.371853257,ma26_01,animal
obs_192,Gott2019,2019,0.87483585,0.277333492,ma26_01,animal
obs_193,Gott2019,2019,0.242318067,0.252097073,ma26_01,animal
obs_194,Gott2019,2019,-0.125839026,0.250565552,ma26_01,animal
obs_195,Gott2019,2019,-0.191720808,0.251312745,ma26_01,animal
obs_196,Gott2019,2019,-1.172194911,0.29907289,ma26_01,animal
obs_197,Uccheddu2018,2018,1.239333209,0.185330378,ma26_01,animal
obs_198,McGuire2018,2018,0.870323925,0.596455311,ma26_01,animal
obs_199,McGuire2018,2018,-0.400427089,0.546695154,ma26_01,animal
obs_200,McGuire2018,2018,-1.22627242,0.658645337,ma26_01,animal
obs_201,McGuire2018,2018,-0.243752915,0.538284624,ma26_01,animal
obs_202,Doyle2011b,2011,0.234876605,0.154995467,ma26_01,animal
obs_203,Doyle2011b,2011,0,0.153846154,ma26_01,animal
obs_204,Doyle2011b,2011,-0.189922994,0.154597628,ma26_01,animal
obs_205,Doyle2011b,2011,-0.205737543,0.154727986,ma26_01,animal
obs_206,Doyle2011b,2011,0.262854345,0.155285579,ma26_01,animal
obs_207,Sanger2011,2011,0.184615385,0.335037475,ma26_01,animal
obs_208,Sanger2011,2011,1.019367933,0.385288882,ma26_01,animal
obs_209,Sanger2011,2011,1.107000648,0.394605855,ma26_01,animal
obs_210,Sanger2011,2011,-1.254794759,0.412058828,ma26_01,animal
obs_211,Sanger2011,2011,0.865185091,0.370760595,ma26_01,animal
obs_212,Ash2016,2016,0.36914834,0.273098316,ma26_01,animal
obs_213,Ash2016,2016,0.829109578,0.294296477,ma26_01,animal
obs_214,Ash2016,2016,0.477921776,0.276642113,ma26_01,animal
obs_215,Barker2017a,2017,0.132497109,0.08347491,ma26_01,animal
obs_216,Barker2017a,2017,0.056851336,0.105600445,ma26_01,animal
obs_217,Barker2017b,2017,4.535090031,0.500601933,ma26_01,animal
obs_218,Barker2017b,2017,2.999503042,0.293994378,ma26_01,animal
obs_219,Bateson2007,2007,1.214947556,0.314276423,ma26_01,animal
obs_220,Bateson2007,2007,0.544657965,0.196331897,ma26_01,animal
obs_221,Bateson2007,2007,-0.025981713,0.166734172,ma26_01,animal
obs_222,Bateson2007,2007,0.062359959,0.167055543,ma26_01,animal
obs_223,Bateson2007,2007,5.533237293,3.22833816,ma26_01,animal
obs_224,Bateson2011,2011,0.300696711,0.027625054,ma26_01,animal
obs_225,Bateson2011,2011,0.479311224,0.028105471,ma26_01,animal
obs_226,Bateson2011,2011,0.719354183,0.029097647,ma26_01,animal
obs_227,Bateson2011,2011,2.415490154,0.047432552,ma26_01,animal
obs_228,Bateson2011,2011,0.060477018,0.027325878,ma26_01,animal
obs_229,Bethell&Koyama2015,2015,1.111076693,0.054617668,ma26_01,animal
obs_230,Bethell&Koyama2015,2015,-0.042185301,0.033364016,ma26_01,animal
obs_231,Bethell&Koyama2015,2015,0.516015136,0.037924223,ma26_01,animal
obs_232,Bethell&Koyama2015,2015,0.328235776,0.035190898,ma26_01,animal
obs_233,Bethell&Koyama2015,2015,-0.221955667,0.034182718,ma26_01,animal
obs_234,Bethell2012,2012,1.002078837,0.226537309,ma26_01,animal
obs_235,Bethell2012,2012,0.812791116,0.197909593,ma26_01,animal
obs_236,Bethell2012,2012,0.34424063,0.152732277,ma26_01,animal
obs_237,Bethell2012,2012,0.282598981,0.149512325,ma26_01,animal
obs_238,Bethell2012,2012,0.246004868,0.147900342,ma26_01,animal
obs_239,Brajon2015,2015,-0.277622673,0.192937363,ma26_01,animal
obs_240,Brajon2015,2015,-0.029235829,0.190931584,ma26_01,animal
obs_241,Brajon2015,2015,-0.082864626,0.191089789,ma26_01,animal
obs_242,Brajon2015,2015,-0.940367005,0.214179883,ma26_01,animal
obs_243,Brajon2015,2015,0.060241177,0.191004591,ma26_01,animal
obs_244,Brajon2015,2015,0.75644921,0.232738956,ma26_01,animal
obs_245,Brajon2015,2015,1.614109502,0.292537017,ma26_01,animal
obs_246,Brajon2015,2015,0.498074097,0.223205497,ma26_01,animal
obs_247,Brajon2015,2015,0.589366206,0.226125342,ma26_01,animal
obs_248,Brajon2015,2015,0.391868613,0.220425591,ma26_01,animal
obs_249,Brajon2015,2015,0.51609529,0.233323573,ma26_01,animal
obs_250,Brajon2015,2015,1.623165919,0.307333362,ma26_01,animal
obs_251,Brajon2015,2015,0.436160597,0.230944877,ma26_01,animal
obs_252,Brajon2015,2015,-0.365116071,0.22916593,ma26_01,animal
obs_253,Brajon2015,2015,0.458411769,0.231566917,ma26_01,animal
obs_254,Brilot2010,2010,0.417842373,0.137470875,ma26_01,animal
obs_255,Brilot2010,2010,0.072880896,0.125379402,ma26_01,animal
obs_256,Brilot2010,2010,0.297777478,0.131333673,ma26_01,animal
obs_257,Brilot2010,2010,-0.888034226,0.181328913,ma26_01,animal
obs_258,Brilot2010,2010,-0.843856568,0.175863851,ma26_01,animal
obs_259,Brydges2011,2011,1.731814159,0.483292347,ma26_01,animal
obs_260,Brydges2012,2012,-1.003788338,0.189566463,ma26_01,animal
obs_261,Daros2014,2014,7.866652772,2.896252689,ma26_01,animal
obs_262,Daros2014,2014,0.277413225,0.086831429,ma26_01,animal
obs_263,Daros2014,2014,1.234690738,0.152627025,ma26_01,animal
obs_264,Daros2014,2014,0,0.083333333,ma26_01,animal
obs_265,Daros2014,2014,-2.428760042,0.351464031,ma26_01,animal
obs_266,Daros2014,2014,0.15606153,0.126739657,ma26_01,animal
obs_267,Daros2014,2014,1.057004417,0.204804167,ma26_01,animal
obs_268,Daros2014,2014,1.221523693,0.231580009,ma26_01,animal
obs_269,Daros2014,2014,1.873820937,0.37580035,ma26_01,animal
obs_270,Daros2014,2014,0.680380533,0.158065548,ma26_01,animal
obs_271,Deakin2016,2016,2.747642826,1.143692637,ma26_01,animal
obs_272,Deakin2016,2016,0.448096725,0.225098834,ma26_01,animal
obs_273,Deakin2016,2016,-0.321099762,0.212888132,ma26_01,animal
obs_274,Douglas2012,2012,1.736957339,0.267612267,ma26_01,animal
obs_275,Douglas2012,2012,0,0.1,ma26_01,animal
obs_276,Douglas2012,2012,-0.200734996,0.102238585,ma26_01,animal
obs_277,Doyle2010a,2010,-3.62100228,0.564212709,ma26_01,animal
obs_278,Doyle2010a,2010,-0.399244638,0.204427674,ma26_01,animal
obs_279,Doyle2010a,2010,2.466205448,0.368949148,ma26_01,animal
obs_280,Doyle2010a,2010,1.770856391,0.287109232,ma26_01,animal
obs_281,Doyle2010a,2010,2.435464703,0.364763564,ma26_01,animal
obs_282,Guldimann2015,2015,-0.643538288,0.297138051,ma26_01,animal
obs_283,Guldimann2015,2015,-1.139171345,0.326590378,ma26_01,animal
obs_284,Guldimann2015,2015,-1.075259173,0.321872743,ma26_01,animal
obs_285,Guldimann2015,2015,-0.956716492,0.313843548,ma26_01,animal
obs_286,Guldimann2015,2015,-0.342418907,0.28724169,ma26_01,animal
obs_287,Hales2016,2017,0.475737369,0.414145378,ma26_01,animal
obs_288,Hales2016,2017,0.620920606,0.4240964,ma26_01,animal
obs_289,Hales2016,2017,-1.541400071,0.548494636,ma26_01,animal
obs_290,Harding2004,2004,0.876631662,0.504891648,ma26_01,animal
obs_291,Harding2004,2004,0.147705948,0.451558361,ma26_01,animal
obs_292,Harding2004,2004,0.036466608,0.450094987,ma26_01,animal
obs_293,Harding2004,2004,-0.059553503,0.45025333,ma26_01,animal
obs_294,Harding2004,2004,1.256913934,0.562845188,ma26_01,animal
obs_295,Horvˆth2016,2016,0.987404757,0.577075372,ma26_01,animal
obs_296,Horvˆth2016,2016,0.467412281,0.387951894,ma26_01,animal
obs_297,Horvˆth2016,2016,1.048547158,0.608196119,ma26_01,animal
obs_298,Horvˆth2016,2016,-0.357362168,0.365260263,ma26_01,animal
obs_299,Horvˆth2016,2016,-0.919955285,0.544912765,ma26_01,animal
obs_300,Horvˆth2016,2016,-0.907211842,0.302879166,ma26_01,animal
obs_301,Horvˆth2016,2016,-1.96142897,0.680900451,ma26_01,animal
obs_302,Horvˆth2016,2016,-1.321280364,0.418222725,ma26_01,animal
obs_303,Horvˆth2016,2016,1.299855667,0.411203094,ma26_01,animal
obs_304,Horvˆth2016,2016,0.209736078,0.205498653,ma26_01,animal
obs_305,Horvˆth2016,2016,-1.165158717,0.369699355,ma26_01,animal
obs_306,Horvˆth2016,2016,-1.622945031,0.529243822,ma26_01,animal
obs_307,Horvˆth2016,2016,-1.808746616,0.60894554,ma26_01,animal
obs_308,Horvˆth2016,2016,1.215049607,0.384543194,ma26_01,animal
obs_309,Horvˆth2016,2016,-0.311476668,0.212127214,ma26_01,animal
obs_310,Horvˆth2016,2016,-0.916080648,0.163561346,ma26_01,animal
obs_311,Horvˆth2016,2016,-0.775109844,0.148660816,ma26_01,animal
obs_312,Horvˆth2016,2016,-0.748633541,0.146139372,ma26_01,animal
obs_313,Horvˆth2016,2016,0,0.111111111,ma26_01,animal
obs_314,Horvˆth2016,2016,-0.156064228,0.112633364,ma26_01,animal
obs_315,Keen2014,2014,0.311967629,0.1319517,ma26_01,animal
obs_316,Keen2014,2014,-0.078600073,0.125441284,ma26_01,animal
obs_317,Keen2014,2014,0.73548456,0.163638396,ma26_01,animal
obs_318,Keen2014,2014,0.739806316,0.164093813,ma26_01,animal
obs_319,Keen2014,2014,0.385630601,0.135622211,ma26_01,animal
obs_320,Matheson2008,2008,-0.049368566,0.501218628,ma26_01,animal
obs_321,Matheson2008,2008,0.325132261,0.552855494,ma26_01,animal
obs_322,Matheson2008,2008,0.051391981,0.501320568,ma26_01,animal
obs_323,Matheson2008,2008,-1.801321957,2.122380397,ma26_01,animal
obs_324,Matheson2008,2008,-0.333579658,0.555637694,ma26_01,animal
obs_325,Matheson2008,2008,0.823252548,0.36295746,ma26_01,animal
obs_326,Matheson2008,2008,0.192969096,0.256206179,ma26_01,animal
obs_327,Matheson2008,2008,2.344603314,1.166194116,ma26_01,animal
obs_328,Matheson2008,2008,0.843532791,0.368591261,ma26_01,animal
obs_329,Matheson2008,2008,0.726860429,0.338054347,ma26_01,animal
obs_330,Murphy2013,2013,1.27152649,0.240484258,ma26_01,animal
obs_331,Murphy2013,2013,0.373771943,0.134978962,ma26_01,animal
obs_332,Murphy2013,2013,1.466462273,0.278607971,ma26_01,animal
obs_333,Murphy2013,2013,1.015868692,0.198713514,ma26_01,animal
obs_334,Murphy2013,2013,0.704397096,0.160441091,ma26_01,animal
obs_335,Murphy2013,2013,1.804698009,0.414268385,ma26_01,animal
obs_336,Murphy2013,2013,1.518818918,0.335091385,ma26_01,animal
obs_337,Murphy2013,2013,3.014198018,0.899972951,ma26_01,animal
obs_338,Murphy2013,2013,1.734385562,0.393531583,ma26_01,animal
obs_339,Murphy2013,2013,-0.341138568,0.152555103,ma26_01,animal
obs_340,Neave2013,2013,0.948261918,0.189228619,ma26_01,animal
obs_341,Neave2013,2013,1.094946033,0.210636201,ma26_01,animal
obs_342,Neave2013,2013,1.342366095,0.253710481,ma26_01,animal
obs_343,Neave2013,2013,0.371296721,0.134847232,ma26_01,animal
obs_344,Neave2013,2013,0.830398041,0.17425435,ma26_01,animal
obs_345,Nogueira da Cunha2015,2015,1.02208701,0.199618704,ma26_01,animal
obs_346,Nogueira da Cunha2015,2015,0.957517226,0.190488517,ma26_01,animal
obs_347,Nogueira da Cunha2015,2015,0.783193521,0.168813721,ma26_01,animal
obs_348,Novak2016,2016,0.768137035,0.362835059,ma26_01,animal
obs_349,Novak2016,2016,-0.474636721,0.344597334,ma26_01,animal
obs_350,Novak2016,2016,-0.513004351,0.346492007,ma26_01,animal
obs_351,Novak2016,2016,-0.329707019,0.338768669,ma26_01,animal
obs_352,Novak2016,2016,0.958152758,0.379236169,ma26_01,animal
obs_353,Novak2016,2016,0.663603326,0.30406301,ma26_01,animal
obs_354,Novak2016,2016,0.382536356,0.291811538,ma26_01,animal
obs_355,Novak2016,2016,-0.827259881,0.31422924,ma26_01,animal
obs_356,Novak2016,2016,-0.781460937,0.311159336,ma26_01,animal
obs_357,Novak2016,2016,1.20128855,0.34584321,ma26_01,animal
obs_358,Oliveira2016,2016,-0.230125594,0.171962446,ma26_01,animal
obs_359,Oliveira2016,2016,0.31712422,0.176723444,ma26_01,animal
obs_360,Oliveira2016,2016,0.081595025,0.167332441,ma26_01,animal
obs_361,Papciak2013,2013,0.799201897,0.135645395,ma26_01,animal
obs_362,Papciak2013,2013,0.146291479,0.125356687,ma26_01,animal
obs_363,Papciak2013,2013,-0.730253911,0.133887846,ma26_01,animal
obs_364,Papciak2013,2013,0.768254283,0.082173821,ma26_01,animal
obs_365,Papciak2013,2013,1.029435717,0.097824597,ma26_01,animal
obs_366,Papciak2013,2013,0.257890702,0.06471692,ma26_01,animal
obs_367,Parker2014,2014,-0.546087527,0.260650414,ma26_01,animal
obs_368,Parker2014,2014,0.130949603,0.250612421,ma26_01,animal
obs_369,Parker2014,2014,-0.35059379,0.254389857,ma26_01,animal
obs_370,Parker2014,2014,0.197294761,0.251390187,ma26_01,animal
obs_371,Parker2014,2014,-0.483530303,0.258350055,ma26_01,animal
obs_372,Rygula2012,2012,1.106330443,0.127921704,ma26_01,animal
obs_373,Rygula2012,2012,-0.019372921,0.076938715,ma26_01,animal
obs_374,Rygula2012,2012,0.494259314,0.087101921,ma26_01,animal
obs_375,Rygula2012,2012,-0.129213335,0.077618747,ma26_01,animal
obs_376,Rygula2012,2012,-0.112099465,0.077446672,ma26_01,animal
obs_377,Rygula2012,2012,0.2601011,0.079741935,ma26_01,animal
obs_378,Rygula2013,2013,1.491847886,0.454137649,ma26_01,animal
obs_379,Rygula2013,2013,0.271036515,0.346530182,ma26_01,animal
obs_380,Rygula2013,2013,-1.176583482,0.412074577,ma26_01,animal
obs_381,Rygula2013,2013,1.538826574,0.451732695,ma26_01,animal
