obs_ID,study_ID,year,es,var,meta_ID,research_aim
obs_001,Asher2016,2016,-0.689502342,0.251958227,ma26_01,animal
obs_002,Asher2016,2016,-0.022468512,0.236127939,ma26_01,animal
obs_003,Asher2016,2016,0.453774064,0.242974808,ma26_01,animal
obs_004,Asher2016,2016,-0.253937043,0.420696918,ma26_01,animal
obs_005,Asher2016,2016,-0.306831553,0.422550767,ma26_01,animal
obs_006,Asher2016,2016,-0.011702848,0.416675226,ma26_01,animal
obs_007,Baciadonna2016,2016,-0.205189443,0.212349426,ma26_01,animal
obs_008,Baciadonna2016,2016,-0.595118666,0.221527765,ma26_01,animal
obs_009,Baciadonna2016,2016,-0.469349949,0.21759021,ma26_01,animal
obs_010,Baciadonna2016,2016,-0.321506244,0.214151295,ma26_01,animal
obs_011,Baciadonna2016,2016,0.371438733,0.215168956,ma26_01,animal
obs_012,Bateson2015b,2015,-0.152805428,0.133750289,ma26_01,animal
obs_013,Bateson2015b,2015,-0.758466251,0.143606031,ma26_01,animal
obs_014,Bateson2015b,2015,-0.710396908,0.142345186,ma26_01,animal
obs_015,Bateson2015b,2015,-0.68611286,0.141739599,ma26_01,animal
obs_016,Bateson2015b,2015,-1.033807952,0.152418313,ma26_01,animal
obs_017,Bateson2015b,2015,0.254781082,0.171613713,ma26_01,animal
obs_018,Bateson2015b,2015,-0.309320444,0.172163101,ma26_01,animal
obs_019,Bateson2015b,2015,-0.856703401,0.18356063,ma26_01,animal
obs_020,Bateson2015b,2015,-0.751750847,0.180546141,ma26_01,animal
obs_021,Bateson2015b,2015,-0.219023153,0.171311173,ma26_01,animal
obs_022,Bethell2012,2012,0.616509204,0.174530776,ma26_01,animal
obs_023,Bethell2012,2012,0.760062081,0.19099834,ma26_01,animal
obs_024,Bethell2012,2012,0.680533862,0.181451004,ma26_01,animal
obs_025,Bethell2012,2012,-0.246914961,0.147937726,ma26_01,animal
obs_026,Bethell2012,2012,0.279202968,0.149353334,ma26_01,animal
obs_027,Boleij2012,2012,0.972472857,0.053385532,ma26_01,animal
obs_028,Boleij2012,2012,1.220266241,0.056698619,ma26_01,animal
obs_029,Boleij2012,2012,-0.056697473,0.047638649,ma26_01,animal
obs_030,Briefer2013,2013,-0.033627955,0.450080774,ma26_01,animal
obs_031,Briefer2013,2013,0.606557102,0.476279394,ma26_01,animal
obs_032,Briefer2013,2013,0.607186369,0.476333949,ma26_01,animal
obs_033,Briefer2013,2013,1.228856988,0.557863536,ma26_01,animal
obs_034,Briefer2013,2013,0.562054868,0.472564691,ma26_01,animal
obs_035,Briefer2013,2013,-1.559461367,0.623708554,ma26_01,animal
obs_036,Briefer2013,2013,-1.113997858,0.538642231,ma26_01,animal
obs_037,Briefer2013,2013,-1.833378648,0.690091233,ma26_01,animal
obs_038,Briefer2013,2013,-0.629787463,0.478330875,ma26_01,animal
obs_039,Briefer2013,2013,-0.14387639,0.451478601,ma26_01,animal
obs_040,BrieferFreymond2014,2014,0.005957996,0.333335108,ma26_01,animal
obs_041,BrieferFreymond2014,2014,-0.770524234,0.363018713,ma26_01,animal
obs_042,BrieferFreymond2014,2014,-1.715535489,0.480486434,ma26_01,animal
obs_043,BrieferFreymond2014,2014,-1.158884386,0.400483984,ma26_01,animal
obs_044,BrieferFreymond2014,2014,0.689572359,0.357108835,ma26_01,animal
obs_045,Burman2008,2008,-0.274953304,0.168384833,ma26_01,animal
obs_046,Burman2008,2008,0.131721518,0.167060998,ma26_01,animal
obs_047,Burman2008,2008,0.451078078,0.171291017,ma26_01,animal
obs_048,Burman2008,2008,-0.088917668,0.166846356,ma26_01,animal
obs_049,Burman2008,2008,0.124830063,0.167020815,ma26_01,animal
obs_050,Burman2009,2009,-0.151829334,0.334485941,ma26_01,animal
obs_051,Burman2009,2009,-0.525606008,0.347146417,ma26_01,animal
obs_052,Burman2009,2009,-0.263792828,0.336812666,ma26_01,animal
obs_053,Burman2009,2009,-0.315416095,0.338307699,ma26_01,animal
obs_054,Burman2009,2009,-0.718766256,0.35916458,ma26_01,animal
obs_055,Burman2011,2011,0.09350791,0.083730776,ma26_01,animal
obs_056,Burman2011,2011,-0.707081388,0.106058974,ma26_01,animal
obs_057,Burman2011,2011,-0.225779602,0.085650444,ma26_01,animal
obs_058,Burman2011,2011,-0.079748234,0.083622414,ma26_01,animal
obs_059,Burman2011,2011,-0.433224845,0.091864414,ma26_01,animal
obs_060,Carreras2016b,2016,0.425239536,0.093061813,ma26_01,animal
obs_061,Carreras2016b,2016,0.190061329,0.09133913,ma26_01,animal
obs_062,Carreras2016b,2016,0.138001667,0.091135811,ma26_01,animal
obs_063,Carreras2017,2017,-0.255987764,0.096273667,ma26_01,animal
obs_064,Coulon2015,2015,0.294412797,0.076999218,ma26_01,animal
obs_065,Coulon2015,2015,-0.333874639,0.077242291,ma26_01,animal
obs_066,Coulon2015,2015,0.636208342,0.080117671,ma26_01,animal
obs_067,Coulon2015,2015,0.183421333,0.076479262,ma26_01,animal
obs_068,Coulon2015,2015,1.008772168,0.086126105,ma26_01,animal
obs_069,Deakin2016,2016,0.640218679,0.251234995,ma26_01,animal
obs_070,Deakin2016,2016,0.623301948,0.248563165,ma26_01,animal
obs_071,Deakin2016,2016,-0.181639098,0.204124095,ma26_01,animal
obs_072,Destrez2013,2013,0.426484068,0.085310384,ma26_01,animal
obs_073,Destrez2013,2013,0.615121891,0.087446104,ma26_01,animal
obs_074,Destrez2013,2013,1.156241029,0.097864782,ma26_01,animal
obs_075,Destrez2013,2013,0.873516777,0.091627155,ma26_01,animal
obs_076,Destrez2013,2013,0.04362618,0.083354021,ma26_01,animal
obs_077,Destrez2014,2014,0.563437523,0.161375693,ma26_01,animal
obs_078,Destrez2014,2014,-0.236664938,0.155928786,ma26_01,animal
obs_079,Destrez2014,2014,0.080446943,0.154896732,ma26_01,animal
obs_080,Destrez2014,2014,-0.423702644,0.158501987,ma26_01,animal
obs_081,Destrez2014,2014,0.458638584,0.159144183,ma26_01,animal
obs_082,Destrez2017,2017,0.31417569,0.144755342,ma26_01,animal
obs_083,Destrez2017,2017,1.15561055,0.168538599,ma26_01,animal
obs_084,Destrez2017,2017,1.144904247,0.168064945,ma26_01,animal
obs_085,Destrez2017,2017,0.434759844,0.146492068,ma26_01,animal
obs_086,Destrez2017,2017,0.82925919,0.156081581,ma26_01,animal
obs_087,Douglas2012,2012,0.36318135,0.107327816,ma26_01,animal
obs_088,Douglas2012,2012,-0.027901785,0.100043251,ma26_01,animal
obs_089,Douglas2012,2012,0.402905807,0.109018505,ma26_01,animal
obs_090,Dupjan2013,2013,0.073765445,0.1334305,ma26_01,animal
